"","votes","user_id","review_id","stars","date","text","type","business_id"
"828","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","7DeM4C66zVflYNrZn_Vv9g","YuW6dCOyKOdxKicpauGaUg",2,"2009-05-15","I don't see to many options in Pittsburgh for sporting goods. Dick's seems to be the big chain for sporting paraphernalia in this neck of the woods. Their selection is poor especially in the snowboarding and biking section. Maybe it's good for small child","review","GlYPVYSOVT7zn00Kk_Oz4g"
"829","{""funny"":""0"",""useful"":""2"",""cool"":""1""}","T_wjLgPOPXry7Bea4MzoVQ","tRE2X3Q_zymCCrGZvpg-iQ",3,"2010-03-21","Monopoly complete...I finally understand why (and how) Dick's Sporting Goods can charge the prices they do -- there is no competition.  Come on people, I need these warming items to keep from turning into a Sal-cicle and I am paying a lot of money to acco","review","GlYPVYSOVT7zn00Kk_Oz4g"
"830","{""funny"":""1"",""useful"":""3"",""cool"":""1""}","sS2sSWqZMnQMRoWx-Mdzgg","Z3887st9fiyDML11tDvvgg",2,"2012-04-18","I enter every sporting goods stores as a soccer player, runner, and sports fan, so my reviews will always be skewed towards those particular areas. With that said, this is probably the worst Dick's location that I've ever been to. The selection is very li","review","GlYPVYSOVT7zn00Kk_Oz4g"
"831","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","PUFPaY9KxDAcGqfsorJp3Q","58tIa8PfEnUnPsIV_BUS3w",3,"2012-08-01","It is now a shop and save.","review","WaHXyBwljbKNPmmJZn5j8Q"
"832","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","2jkE2AhFum7t3jHSngMZtg","ETRsln9MFkHsTqi87pB0GQ",3,"2014-07-26","living alone I love the 5 for $20 deals they have on meat. I also love Faygo products when I have a party or bbq so their sales are always right on time. They don't have as many stores in the area but they are worth checking out. The lines are a lot short","review","WaHXyBwljbKNPmmJZn5j8Q"
"833","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","l6RO4HXjXbA0LNebJG2y5g","1UpVeIjejdtxjb1RtgXeSA",3,"2014-08-22","This store has changed hands many times over the past few years and it shows. Fifteen years ago if you didn't get there by 9am you would have fight a crowd. Now it never seems all that busy. Many of the store's best and dedicated employees left or were le","review","WaHXyBwljbKNPmmJZn5j8Q"
"834","{""funny"":""1"",""useful"":""1"",""cool"":""0""}","Lia6Tarlci3Z5aw8cM6JTg","QF5KN7OiAce1j-SeeYGe3A",1,"2012-08-05","A group of us traveld here to go kenneywood park across the road but we decided not to after what we drove throuhg to get there so we atleast decided to get somthing to eat and man where we happey to get out alive. We where the only normal people in this ","review","CL3tZqbYT7B5zgewKCS6-Q"
"835","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","cTTrvt-avYEBONAeTrvtsg","2CC9EvDUlPrOFdKqI3me9g",1,"2013-08-03","By far the worst McDonald's in the world.  Employees are to busy playing grab ass behind the counter, to get your order correct.  Ninety percent of the time you receive the wrong order, after waiting what seems an eternity.  I've even enjoyed the experien","review","CL3tZqbYT7B5zgewKCS6-Q"
"836","{""funny"":""1"",""useful"":""2"",""cool"":""1""}","DLu1Bum8EXNE62xno-v0VA","An333qO5sjr_Cd00yP4qzA",1,"2013-12-13","You know it's bad when a McDonald's gets a 1 star review...I mean, seriously: none of us expect anything fancy when we go to a McDonald's. The whole point of going to McDonald's is indulging in some not-good-for-you food on the go in your busy life. In my","review","CL3tZqbYT7B5zgewKCS6-Q"
"837","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","ZxdojCZgZhw36xuSGaryRg","2pHG0v_TyvxiTPHMeFsV4A",1,"2014-08-17","By far the absolute worst Mcdonalds in the
World. You can pretty much rest assured that, after your long wait in the drive thru, your order will most definitely be wrong.  Calls to the owner go ignored. Rice Enterprises own a majority of the McDonalds in ","review","CL3tZqbYT7B5zgewKCS6-Q"
"838","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","2l_VuWR75EUOxTarAwIK9w","KvAuJ5ktYlH1ugtlRTGk-A",4,"2008-04-05","Underated and ignored!  if you see this ol time pizzaria near Kennywood stop on by good crust nice and buttery in the sicilian style!  Better then DiSallas  the only thing I can say that is better then Latinas is Mineo's !  they say the best pizzarias are","review","u22QDAON1kk0wjoTliyftw"
"839","{""funny"":""0"",""useful"":""4"",""cool"":""0""}","PUFPaY9KxDAcGqfsorJp3Q","Vn4Uxe0sLHDSAllDa2iWDw",4,"2012-08-05","I have to admit, the first time I hate here, I absolutely hated the pizza. And I think it was because I was expecting something completely different than I got. Latina Pizza is very different from most pizza shops. Instead if a round thin crust pizza, thi","review","u22QDAON1kk0wjoTliyftw"
"840","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","5vVOuKUHS1VaM-fsdS-gKw","DBzDCtUw7II7VecQSDB4jQ",4,"2013-08-18","Good pizza at a great price. The unique crust that's both crispy and airy is probably not for everybody, but our whole group liked it. The sauce is good too, light but with a good tomato flavor. 

The best thing about this place is the management. They we","review","u22QDAON1kk0wjoTliyftw"
"841","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","LhgQq1x4n9ardg1PFo8vgg","2XuIpV9mGhR6OQQkjsSt1g",5,"2009-02-07","This is the best bike store I've walked into.  Their primary focus is on racing bikes, but (as I'm not a racer) the service stays top notch in much lower price ranges.

Got greeted by the staff, and my girlfriend and I got the luxury of absolutely no pres","review","4ykgzzzGEWjMD5lwk1-l9A"
"842","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","SVd6Re9tpabo413b4LghYw","CkW5rUoYS8amqnwFygBMBw",5,"2009-04-27","This is the best experience I've had at a bike store in the Pittsburgh area.  I have been shopping around for a couple months for a new road bike (which was going to be my first road bike ever, meaning that I'm fairly clueless about how to pick one out). ","review","4ykgzzzGEWjMD5lwk1-l9A"
"843","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","PUFPaY9KxDAcGqfsorJp3Q","iQdqWF_bgU61BZVcU4iHDQ",3,"2009-05-20","I've had mixed results here. I would definitely recommend if buying a new bike, but have had much less success with items/parts I've ordered or with repairs.","review","4ykgzzzGEWjMD5lwk1-l9A"
"844","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","7DeM4C66zVflYNrZn_Vv9g","IGMZPIts_kOCAetgJMvMIA",2,"2009-06-09","When I think BBB... I think the days of simply bringing your bike in for a quick and relatively inexpensive tune-up and a few fixes are long gone.    

This review is more for the repair end of BBB. In their defense BBB does appear to carry some amazing b","review","4ykgzzzGEWjMD5lwk1-l9A"
"845","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","SVd6Re9tpabo413b4LghYw","B_Lj8yhmdSJv2tB5ZHUTuw",5,"2009-10-04","I wrote this review right after I had bought my bike.  I would like to update to reflect further experiences I've had with BBB.

So, first of all, one of the shifters on my bike turned out to be defective (not super-unusual for the Shimano short-reach shi","review","4ykgzzzGEWjMD5lwk1-l9A"
"846","{""funny"":""1"",""useful"":""2"",""cool"":""1""}","XXAWNimRCIygYRP4IZTTEw","FfRS-zsymjlZM62y4a5nbQ",5,"2009-12-13","I created an account just to review this shop, it's that awesome.

This is by far the premier shop in all of western PA, and arguably the state. 

Glenn the shop owner is one of the most knowledgeable men in the U.S. when it comes to cycling.  Having spen","review","4ykgzzzGEWjMD5lwk1-l9A"
"847","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","sfVoTwTHDnALTid0upXymg","sGD751FoKrYMgr3l_PjqMg",2,"2011-08-21","Bought a bike there on my second time in the shop.   Glen is very knowledgeable but can be a bit overwhelming, annoying and pushy, I can see how he can be very helpful to the average Joe, but if you are in his shop you should have done your homework, as t","review","4ykgzzzGEWjMD5lwk1-l9A"
"848","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","mv8rxpv_fhMwYcejUccWRQ","wpItMH5xNgF9f9lB2zb5FQ",5,"2012-05-14","When you walk out of Big Bang Bikes you know you are buying a bike that fits YOU!  Glenn is amazing and he will help you reach your specific goals!  He has amazing passion and knowledge to make you more efficient and comfortable.  The best bike shop...by ","review","4ykgzzzGEWjMD5lwk1-l9A"
"849","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","vXS_p1jnILlck7R0izy0-w","fLqZsG-m2VPgjm6rLaySrg",5,"2013-06-19","Great customer service!!!","review","4ykgzzzGEWjMD5lwk1-l9A"
"850","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","ezNDrgrcS8jN55S0Sq_E2A","inQ_87t4B_aBdL5jygGM3w",5,"2013-09-14","This place is the absolute BEST to purchase a bike! I have been searching for a bike for a while now and every place I have gone to have not been NEAR has helpful as Glenn. 
The one guy in the shop helped pick me a bike for what I needed and Glenn fit me ","review","4ykgzzzGEWjMD5lwk1-l9A"
"851","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","IJgrZymgN_pHYGELICkV1w","l4UXGkcImiNlCT6MamYA0Q",5,"2014-02-10","I've got to be honest, I don't think I've ever been as blown away by customer service as I was here. I went in about half an hour before closing, was not rushed at all. I basically just walked in and said I was interested in a road bike but knew very litt","review","4ykgzzzGEWjMD5lwk1-l9A"
"852","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","ArdcWYQnK2SUAvbxCFkq2g","XDLlhuCRVM2_PVI8H-Todw",5,"2014-06-26","If you're in the market for a high quality bike, whether it be road, mountain, racing, or hybrid, go to see Glenn at BBB.  It's very clear that he loves his shop and his job.  I explained my needs and preferences to him and he quickly fitted me with a bik","review","4ykgzzzGEWjMD5lwk1-l9A"
"853","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","VhwcBJp8eyerTIXqZpAKeQ","IVdYKPTLb8Ugu88PsVBDoQ",5,"2014-09-20","Big Bang Bicycles is phenomenal! Amazing selection and service! I live in the San Francisco, Bay Area with plenty of premium bicycle shops available, but I do most of my cycling shopping at Big Bang Bicycles when I visit family in Pittsburgh. This shop ca","review","4ykgzzzGEWjMD5lwk1-l9A"
"854","{""funny"":""0"",""useful"":""5"",""cool"":""4""}","rL7tj-6DtdzGpwC6WW1umw","RzXypQ94CsrqK5A5OKQWdA",5,"2011-09-17","What, you haven't been to Bellisario's yet? This is about the only red sauce pizza I ever get a craving for, and boy howdy is it good. The crust is on the thin side and ever so crisp on the bottom, while still having enough dough on the edge to provide a ","review","53Yk2EODWnV9qHQECzeHVQ"
"855","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","pz-KUZxXWHG5dbqjERTDoQ","TvjrhP35xOxFq-0PimloGQ",5,"2012-12-28","This place makes AWESOME pizza. Also, their Italian hoagies are great. The only problem is that they do not open until 4.","review","53Yk2EODWnV9qHQECzeHVQ"
"856","{""funny"":""1"",""useful"":""1"",""cool"":""2""}","XbSiZYwYssx92cGJQV2STw","10Mtmiv8sqt6zt7J_0uu3Q",2,"2013-02-07","Okay so I just moved to the outskirts of Duquesne, PA which is outside of Pittsburgh from Harrisburg, PA of all places. Where I am at, really there is no delivery but these guys did. They were nice and cordial and cheap but I have been spoiled by the pizz","review","53Yk2EODWnV9qHQECzeHVQ"
"857","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","E62SZVU_FsbCYaVnMRs4TA","8cf8tEyJJf0-tEV3dSdITA",3,"2013-08-27","Good pizza and i love the breadsticks...i don't know too much else about this place","review","53Yk2EODWnV9qHQECzeHVQ"
"858","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","ZxdojCZgZhw36xuSGaryRg","B1neCkO9Ti8kcmf8T5H9gA",2,"2014-08-17","Pizza is very hit or miss. When the owners are there, it's really good. When they aren't, you get pizza that is over cooked (more like burnt) and LONG delivery times. The pizza, even when plain, is very greasy. Way more than other places around. Usually p","review","53Yk2EODWnV9qHQECzeHVQ"
"859","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","i4Y5dGLVSdKOPVHq6k0YzA","U-iEFntK1txxmMv3NY-ESw",5,"2012-08-04","I have been looking for 3 years for good crab rangoon - I finally found it!!!  We had boneless ribs that were absolutely wonderful.  Definitely going back!!!","review","iBZRphMDFcS2aMbawc1OvA"
"860","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","pvgkS8D5GrQp0l2ZvIzYhA","tZisxoLiGgKtQFWOIIkxmQ",5,"2014-10-24","Best menu best food in Pittsburgh! Thank goodness I only live 5 min away!","review","iBZRphMDFcS2aMbawc1OvA"
"861","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","1a62xckjW2f4F_ol92QDug","gAB0hSXO4IxI99692w_0DA",5,"2014-11-02","Ok this is my first yelp review, I never left any reviews for other restaurants, but I am writing it because I want others to know about this place more.

Restaurant run by family. very friendly, clean cooking environment, and Great food. I would come to ","review","iBZRphMDFcS2aMbawc1OvA"
"862","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","nDO08rmBLEJHtpIc9MGHoA","MqWZTR2wcIWx3uO6DlXLpA",4,"2014-11-07","Love this place. Run by family. Best General Tso's around. And when I walk in they call me Mr. Spicy!","review","iBZRphMDFcS2aMbawc1OvA"
"863","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","dapbOj1WwSchUr-7V63IBg","FND2R7K8GciaswukJwfmtg",4,"2012-03-19","Using an app I found for thrift-aholics thanks to my friend, Yvette, we came across American Thrift Center out in West Mifflin on one of our all day thrift excursions. This store is a little out of the way if you're not from this area, and you may feel yo","review","iwZqvirc-2e0t8lQEXBlvA"
"864","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","V-1Oqdm5VnSIo8S5hVBvZg","IIzIOZu841bbegx4FVhOqg",4,"2013-01-19","I do like this store for the clothes. The prices are good on them. One thing I don't like is the $20 minimum on cards. No one carries cash anymore, so I think that's high. The people who work there do not smile to customers. Ever. They are friendly amongs","review","iwZqvirc-2e0t8lQEXBlvA"
"865","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","iJQ4JFXJDf68-4mantzf4w","EbYE1ykGczU9WIm5yqv2-g",5,"2012-05-28","Great food, service and prices. It's in a not so great part of town, but lock your doors and it's definitely worth it. Best baked goods in the area! Try the almond torte!!","review","hnHt6EinzC-IX6y3GSF7jw"
"866","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","q7MrNVt1FE23rwtWmPYWHg","CqTXFoxrP9K-rhW0eGtbvg",5,"2012-06-24","Thanks to Darren's sis Jessica, we had some excellent cookies for our housewarming party. I liked ths sugar cookies with the jimmies best and the half-dipped chocolate chips, but they were all good. It's too bad about the area in which it is though.","review","hnHt6EinzC-IX6y3GSF7jw"
"867","{""funny"":""0"",""useful"":""2"",""cool"":""0""}","-DCSpG7OP7ATeQ6VrPGARw","RsHR3fI56sGV5GiCWCJztg",5,"2013-02-16","Came here from PGH for the first time.  This bakery is legit.  I bought some Rye bread and Italian 5 grain.  Delicious.  A strange snickerdoodle thing with pink frosting.  Delicious. Chocolate chip cookie dipped in chocolate, extra chewy and humongous.  D","review","hnHt6EinzC-IX6y3GSF7jw"
"868","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","dMw7G2BkZwLfM0PrcRracw","zIlfDqJSz8xfQegogAf8fg",5,"2014-08-19","Absolutely the best bakery I've been in ever! The cookies are delicious. The nut rolls. & coffee cakes are heaven. Put on your bucket list to eat an almond torte. It is extremely memorable. I will dream about Minerva's delicacies until I return to visit t","review","hnHt6EinzC-IX6y3GSF7jw"
"869","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","pD6mw7yhm1ugz-lK_RCSTA","tyVinJqI9iztlV6cvskWJA",5,"2014-09-30","It sounds crazy to drive to Mckeesport for a cookie but Minerva is the BEST! Cookies and pies are incredible. Cakes are lovely and the pastries are worth the workout to get rid of them. 

They have a wide selection and now take credit cards. Its worth cal","review","hnHt6EinzC-IX6y3GSF7jw"
"870","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","qtdZ3lC2Ki9wyklkCV4yRw","BHw-bl00r_lDp3kmZcJd5g",4,"2015-01-06","This is my favorite bakery. I always get great service and have never been disappointed with anything. Their toasted almond torte is to die for. I AM ALWAYS POLITE TO THEM, MAYBE THAT'S WHY I GET GREAT SERVICE!","review","hnHt6EinzC-IX6y3GSF7jw"
"871","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","1ZO_MHI5CJ-LEH_jU4Qy2Q","wzuC75GkVn9JlpqPL9StsA",5,"2007-06-11","You have never had a pierogie until you've driven out to McKees Rocks and picked up a dozen or so from Pierogies Plus. Made primarily by Polish and Ukranian immigrants, these are probably the most authentic/delicious pierogies you can buy in the states. 
","review","LiMXTPwanF3LkkKHklFCjw"
"872","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","TJ3ndAfKqbu1a77b6YV7Ig","sYOm3EZD7fvMm-Nzb9qAnw",5,"2009-03-05","In Pittsburgh, there IS no other place to get pierogies. Everything is made by hand, fresh every day. And the mix of languages while you wait is a real treat! There are over 30 kinds of pierogies and now that they have expanded, there are a variety of sal","review","LiMXTPwanF3LkkKHklFCjw"
"873","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","UJDyOCp9mQJo9Xe95D7gTA","op9KwDS64EnvHaeztB8ZBg",5,"2009-11-18","Years after the first reviewer came here, the quality is still great and deserving of more than 5 stars.

The people who work here and run this place are super friendly and really know their craft. The main owner took my order once and gave me some tips o","review","LiMXTPwanF3LkkKHklFCjw"
"874","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","t3Iz2NkpYoks3CFqSt80Gw","lqLD_rMHuhxX5VN4W8SM3Q",5,"2010-02-23","These are the best pierogies EVER!  My favorite is the jalapeno pierogie, which is not that spicy, but has excellent flavor.  It is such a treat to get these when I'm back in town!","review","LiMXTPwanF3LkkKHklFCjw"
"875","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","NdkFQP7J0KjG9g41t1v_uQ","ki00VmejY2SEXr7pqH5Saw",5,"2010-03-30","Love butter? Then get thee to Pierogies Plus.

I live in St. Louis, and it seems like the only pierogi I can find are in my grocer's freezer. Oh, but when I go home to Pittsburgh, I can have as much of the chewy, flavorful, buttery goodness as I desire fr","review","LiMXTPwanF3LkkKHklFCjw"
"876","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","tPUGLlDZLF7HrOC46NqTOA","c-pVoE5dtS8bFXhYIEAf_A",5,"2010-04-16","These pierogies are one of my favorite things in the world. They're freakin' amazing. The potato and jalapeno ones are my favorite. And I definitely think it's worth it to drive all the way out to McKees Rocks to get them. I like to get them frozen, and b","review","LiMXTPwanF3LkkKHklFCjw"
"877","{""funny"":""0"",""useful"":""2"",""cool"":""0""}","Q9n_RbF8px9R0GL6xfyWbQ","sxjksyeVSrlwPozy0bZTwA",4,"2011-03-22","I was planning to attend a conference in Pittsburgh and was researching food joints that I wanted to check out. A friend of mine insisted that I go to Pierogies Plus telling me that the food was so good that ever since he went that he has had pierogies ma","review","LiMXTPwanF3LkkKHklFCjw"
"878","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","GU3QncOs8ffYE0UZOL0Lvw","Z3BlSx4dYq4o92zhtwZKgw",5,"2011-07-19","Traditional, tasty, fabulous.  Order pierogies cold or hot for a buck or two more.  They always carry 4 main types of pierogies, with about 25 other kinds you can special order.  There is always a line, which says enough.  I never get tired of their halup","review","LiMXTPwanF3LkkKHklFCjw"
"879","{""funny"":""2"",""useful"":""3"",""cool"":""3""}","JbWnXwjLaO1kncUkQOMajg","m6fcAaPOUPnAcekLXflGhw",5,"2011-07-31","Little ladies, sitting in the back of a renovated gas station perched precariously at the top of a hill, making pierogies and cooking them to perfection in butter and onions... it almost sounds like a strange Pittsburgher fairy tale, but this is no tale -","review","LiMXTPwanF3LkkKHklFCjw"
"880","{""funny"":""0"",""useful"":""2"",""cool"":""0""}","prt4Pvu69WGv5pc87RuLMQ","mcuu4KJTIBnTsTN-EuiqCg",1,"2011-08-29","Well for my first time here I was way less than impressed. The lady at the front counter was a crab and  the Pierogies really weren't that great. Rather than be kind and answering my questions I settled with the potato and cheese pierogies. I guess Bloomf","review","LiMXTPwanF3LkkKHklFCjw"
"881","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","zWli0lD5TNKpTSHjXWdHxA","QBh1BuRkGYuZhzXzw-pMyw",5,"2011-12-31","My coworkers and I left our office in Crafton, headed for Pierogies Plus. The journey there took us past bizarre, abandoned-looking buildings, and roads that suddenly ended in cement blockades. The area is prime for use as the setting of a slasher flick. ","review","LiMXTPwanF3LkkKHklFCjw"
"882","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","zWli0lD5TNKpTSHjXWdHxA","0rxIdc30uwYMWrRV8c2K_w",5,"2012-05-17","Update: Get. The. Italian. Sausage. Pierogies. Holy crap. It will change your freaking life!","review","LiMXTPwanF3LkkKHklFCjw"
"883","{""funny"":""1"",""useful"":""1"",""cool"":""0""}","0PC8m2bwvpYUprT5iAO1zw","clq1ZJlwInPrpsq3TF-afg",4,"2012-07-10","OMG good pierogis in a classic blue collar 'hood. At first glance, it looks like a place to get a flat fixed on your tire. Instead, I re-learn why I always avoid the corporate food franchises and seek places like this out. Just go there and eat whatever t","review","LiMXTPwanF3LkkKHklFCjw"
"884","{""funny"":""0"",""useful"":""0"",""cool"":""1""}","uiIdNt_vfMSwvTvCypv5Ag","3ORB4ZHJvdhMTYDWyr6rCw",5,"2012-08-12","As a skeptical out of towner, I was pretty wary after the hotel bellhop suggested this off the beaten path place. However this place far exceeded my expectations. We bought an assorted dozen of pierogies and they were all delicious (my favorites being the","review","LiMXTPwanF3LkkKHklFCjw"
"885","{""funny"":""2"",""useful"":""4"",""cool"":""3""}","3RuHEdWk2AZoh1DNiTTlkg","tCsSUgCvrst2qoTWo47r6g",4,"2012-11-11","Some great pierogies are expertly handmade with ""tender loving care,"" here in this once-was-a-gas-station. Quality, I tell you. They're definitely worthy of a pierogi pilgrimage. 

Order them hot if you want them right then and there because these nice la","review","LiMXTPwanF3LkkKHklFCjw"
"886","{""funny"":""1"",""useful"":""2"",""cool"":""0""}","9Ify25DK87s5_u2EhK0_Rg","_y1ztetLZYP0iKBxp4eYiQ",5,"2012-12-11","Best pierogies in tahn!  

I usually just go with the standard potato and cheese but I've also tried a few of the other pierogies and some of the plus.  These pierogies can't be beat.  Made by hand with love in the traditional old world style, I have yet ","review","LiMXTPwanF3LkkKHklFCjw"
"887","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","gtIQAqcfdhupYrkIoDPsuQ","0EuxExo3n7FFxxrtJUf3DQ",5,"2013-02-11","Just finished a dinner of pierogies that our Pgh family brought to WV - always look forward to Pierogies Plus - try the apricot for a sweet treet!","review","LiMXTPwanF3LkkKHklFCjw"
"888","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","wbn5Yqc-uv_DJKXIusTupw","nUKUGjtLkSAoj1ECoB-2hA",5,"2013-08-16","Apricot with cream cheese, who would have thought...love this place, love it so much.  Print the 10% off coupon on their website before going in.   Make sure u print it out, they will not accept it other wise.","review","LiMXTPwanF3LkkKHklFCjw"
"889","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","2UC3rwRm6swuNFt_GhKOhw","3HZ8_lmeuR8hiZQVuF7mZA",5,"2013-09-04","This place has some amazing homemade pierogies! I had never eaten anything besides the usual Mrs. T.'s potato types and boy, was I missing out! We stopped one night and got a some potato/cheddar and some sauerkraut/potato. You can buy them hot or take the","review","LiMXTPwanF3LkkKHklFCjw"
"890","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","motXktfCtUjKd5qxQM_RRw","Lbqbm10Dbuq1p7iXPlKnWA",5,"2014-04-18","This little former gas station makes some incredibly delicious pierogies. Order ahead for big holidays - we order several dozen every year for Easter and the take out line stretches out the door all day on Good Friday. I particularly like the apricot and ","review","LiMXTPwanF3LkkKHklFCjw"
"891","{""funny"":""2"",""useful"":""2"",""cool"":""1""}","Pe4QxbvKhLFHWiypevdmQg","TzCsZy9jmhC-T2GoAl5xNQ",5,"2014-04-20","WARNING: ADDICTING POTATOE VERSION OF CRACK -----CHEAP, frozen, cold or hot.  PARKING SUCKS on busy route 51 mckees rocks only enough room for approx 6-8 cars. SUPER BUSY best time to come is between 1pm-4pm------g8 food.  Outside in good weather there is","review","LiMXTPwanF3LkkKHklFCjw"
"892","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","WfDdej9nq-8nSEwe1cSOKg","8_VHq1T0RD3rNsu0H8g2lA",5,"2014-07-22","Yummy! I've never tried Polish food aside from a sausage. I have to say it was really good. The ladies that worked there were very nice. The only down side it took a while to get my food. I think it's made to order. Regardless, when I received my food it ","review","LiMXTPwanF3LkkKHklFCjw"
"893","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","2Ndy3FQAndOopqTa9sBPlQ","sUbbHgk9mXSVD35L2D6hhg",5,"2014-08-08","Best pierogies I've ever had.  And, seeing as how I'm from Pittsburgh.... that's a lot.  The apricot and cream cheese pierogies are amazing!!!  GO.","review","LiMXTPwanF3LkkKHklFCjw"
"894","{""funny"":""2"",""useful"":""1"",""cool"":""1""}","oyef4yiREZsq2pkVg2PVKw","rO4LyCsQX5tQtQl8_2u9pA",3,"2014-09-18","This place was really good.  Ordered the sampler plate with one small haluski, one stuffed cabbage, four pierogies. I have to admit the haluski was EPIC!!! OMG THE BEST I WAS LIKE WHAT AM I EATING!! SOOOO FREAKIN GOOD!!  The pierogies and the stuffed cabb","review","LiMXTPwanF3LkkKHklFCjw"
"895","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","AEQowxQ8076LsWNirwHTww","NK0udPcnwoc6ZVzMwm2L4g",4,"2014-09-20","Good pierogies, but after also having Szmidts in Greenfield recently, this place takes the backseat. Its also out of the way for me. However, if I ever happen to be in McKees Rocks, Ill make sure to keep this spot in mind.","review","LiMXTPwanF3LkkKHklFCjw"
"896","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","pOin_X26M5k4qWjHGrcHSA","eO0ivj68ghw2wHc7cmbzlg",2,"2014-11-05","The experience was not that great. The lady taking the orders was nice, but not helpful with what to order. The owner kept her back turn to us the entire time, based on the pictures and news articles I read about her I thought she would have been more soc","review","LiMXTPwanF3LkkKHklFCjw"
"897","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","qX_hOfVPHtTHDRQkApAEEw","DsePLZP5Smx3hGeRbgRXiw",1,"2014-11-12","I was very disappointed in the quality of the pierogies and the haluski at Pierogies Plus.  I ordered them hot and I purchased enough so that I could have leftovers the next day.  When I got home and opened the containers, something smelled odd.  When I s","review","LiMXTPwanF3LkkKHklFCjw"
"898","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","JaCp2YGR22uDOCFE9AcauQ","WFMpqieWZpDz81_mgqc_8w",5,"2014-11-12","Great food!  I have been eating at Pierogies Plus since they opened.  Great food all around!  The Halupki and Halushki are awesome as well as the Pierogies.","review","LiMXTPwanF3LkkKHklFCjw"
"899","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","bmy45XLtOomcc_EvC-lXRQ","a2KFtczmMB6xNW3EMmIMyw",3,"2015-01-06","Decent pierogies but not the best I've had. I've eaten @ Pierogies Plus two times. Both times I got the potato & cheese pierogies. They are good however they come in WAY too much butter/oil. They are probably soaked in at least a half a cup or more of but","review","LiMXTPwanF3LkkKHklFCjw"
"900","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","plDhA81YGYoYaMpE8RBBZw","m9HPMXePVXKMmReAak_iPQ",4,"2010-04-05","Have been here two times after stopping at Mancini's Bakery. Have only had the Hamburger/Cheese/Bacon w/ fries but huge portions and great price. Great Quality also. Server is really nice also. Will be eating here again. Heard the Breakfast items are also","review","r8BwdblCW-ZUES37BL0khw"
