"","categories","name","stars","state","total"
"593","[Food, Vegetarian, Coffee & Tea, Vegan, Restaurants]","[""Bronze Cafe""]",4.5,"[""NV""]",1
"594","[Food, Vegetarian, Juice Bars & Smoothies, Gluten-Free, Restaurants]","[""Elixir Organic Cafe & Lounge""]",3,"[""NV""]",1
"595","[Food, Vegetarian, Juice Bars & Smoothies, Vegan, Restaurants]","[""Go Raw Cafe""]",4,"[""NV""]",1
"596","[Food, Vegetarian, Street Vendors, Vegan, Restaurants]","[""Garden Grill""]",5,"[""NV""]",1
"597","[Food, Vietnamese, Asian Fusion, Food Trucks, Restaurants]","[""Wa Da Pho""]",4.5,"[""NV""]",1
"598","[Food, Vietnamese, Restaurants]","[""Pho Pasteur & Grill""]",2.5,"[""NV""]",1
"599","[French, Restaurants]","[""Bonjour Bistro"",""Pinot Brasserie Bakery"",""Technique Restaurant"",""Lutece Restaurant"",""Andre's"",""Payard Ptisserie & Bistro"",""Comme a"",""Pamplemousse Le Restaurant"",""Daniel Boulud Brasserie"",""Aliz"",""L'Atelier de Joel Robuchon"",""Le Cirque"",""Guy Savoy"",""Jo",4.10714285714286,"[""NV""]",14
"600","[Gas & Service Stations, Food, Automotive, Convenience Stores, Delis, Restaurants]","[""City Express - Sinclair""]",5,"[""NV""]",1
"601","[Gas & Service Stations, Food, Automotive, Convenience Stores, Restaurants, Fast Food]","[""Pump N Snack""]",3,"[""NV""]",1
"602","[Gastropubs, American (New), Fast Food, Restaurants]","[""Pork & Beans""]",3,"[""NV""]",1
"603","[Gastropubs, Bars, American (New), Nightlife, Restaurants]","[""Sagos Baja Tavern & Lounge""]",4,"[""NV""]",1
"604","[Gastropubs, Restaurants]","[""Public House""]",4,"[""NV""]",1
"605","[German, American (Traditional), Restaurants]","[""Dita's""]",4,"[""NV""]",1
"606","[German, Arts & Entertainment, Restaurants, Social Clubs]","[""German-American Social Club of Nevada""]",4.5,"[""NV""]",1
"607","[German, Bars, Nightlife, Restaurants]","[""Hofbrauhaus - Las Vegas""]",3.5,"[""NV""]",1
"608","[German, Cafes, Restaurants]","[""Caf Berlin""]",4,"[""NV""]",1
"609","[German, Delis, Restaurants]","[""Cafe Heidelberg German Market & Restaurant""]",3.5,"[""NV""]",1
"610","[German, Italian, French, Restaurants]","[""Swiss Cafe Restaurant""]",3.5,"[""NV""]",1
"611","[Gluten-Free, American (New), Salad, Restaurants]","[""Muscle Maker Grill""]",3,"[""NV""]",1
"612","[Gluten-Free, Asian Fusion, Chinese, Restaurants]","[""P.F. Chang's"",""Pei Wei""]",3.5,"[""NV""]",4
"613","[Gluten-Free, Indian, Vegan, Restaurants]","[""India Masala Bar & Grill""]",3.5,"[""NV""]",1
"614","[Gluten-Free, Pizza, Restaurants]","[""D'Amore's Famous Pizza""]",3,"[""NV""]",1
"615","[Gluten-Free, Pizza, Vegan, Restaurants]","[""Custom Built Pizza""]",4.5,"[""NV""]",1
"616","[Greek, Bars, Nightlife, Lounges, Restaurants]","[""Karizma Hookah Lounge""]",3,"[""NV""]",1
"617","[Greek, Cafes, Restaurants]","[""My Buddy's Greek Cafe""]",4.5,"[""NV""]",1
"618","[Greek, Fast Food, Mediterranean, Restaurants]","[""Pita Pit""]",3.5,"[""NV""]",1
"619","[Greek, Hot Dogs, Sandwiches, Restaurants]","[""Bono's""]",3.5,"[""NV""]",1
"620","[Greek, Lebanese, Mediterranean, Middle Eastern, Restaurants]","[""Hedary's Mediterranean Restaurant""]",4,"[""NV""]",1
"621","[Greek, Mediterranean, Middle Eastern, Restaurants]","[""Paymon's Mediterranean Cafe & Hookah Lounge"",""Stephano's Greek & Mediterranean Grill"",""Lily's Persian & Mediterranean Cuisine"",""Khoury's Mediterranean Restaurant""]",3.5,"[""NV""]",4
"622","[Greek, Mediterranean, Restaurants]","[""Market Grille Cafe"",""The Fat Greek"",""Greek American Grille"",""Sultan's Grill"",""Gyro Time Restaurant"",""Baladie Caf"",""Opa Restaurant"",""Yassou"",""The Mad Greek"",""The Mad Greek Cafe""]",3.75,"[""NV""]",12
"623","[Greek, Pizza, Restaurants]","[""DJ Hollywood's Pizza & Gyros""]",3.5,"[""NV""]",1
"624","[Greek, Pizza, Sandwiches, Restaurants]","[""Apollo's Pizza Restaurant""]",2.5,"[""NV""]",1
"625","[Greek, Restaurants, Italian]","[""E & N Family Table Restaurant""]",4.5,"[""NV""]",1
"626","[Greek, Restaurants]","[""Red Feather Gourmet"",""Yanni's Gyros"",""Estiatorio Milos"",""Greek Island Cafe"",""Gyro Time"",""Yanni's Greek Grill""]",3.83333333333333,"[""NV""]",6
"627","[Greek, Vegetarian, Mediterranean, Restaurants]","[""Paymon's Mediterranean Cafe & Lounge""]",4,"[""NV""]",1
"628","[Grocery, Filipino, Food, Seafood Markets, Specialty Food, Restaurants]","[""Seafood City Supermarket""]",4,"[""NV""]",1
"629","[Grocery, Mexican, Food, Specialty Food, Meat Shops, Restaurants]","[""Los Compadres Meat Market""]",4,"[""NV""]",1
"630","[Halal, Restaurants]","[""Daraa Halal Market""]",5,"[""NV""]",1
"631","[Hawaiian, Barbeque, Restaurants]","[""L&L Hawaiian Barbecue"",""Hawaiian Barbeque"",""AA Hawaiian Bbq""]",3.5,"[""NV""]",3
"632","[Hawaiian, Food, Ethnic Food, Japanese, Specialty Food, Restaurants]","[""Tonkatsu Kiyoshi""]",4.5,"[""NV""]",1
"633","[Hawaiian, Japanese, Chinese, Restaurants]","[""Yummy Grill & Sushi""]",3.5,"[""NV""]",1
"634","[Hawaiian, Restaurants]","[""Aloha Hawaiian BBQ"",""Taste of Paradise"",""Island Flavor"",""Hawaiian Food Online Inc"",""Maui Rose Hawaiian Bbq"",""Hawaiian Style Poke"",""8ONO8 Musubi"",""Hawaiian Hale"",""L & L Hawaiian Barbecue"",""L&L Hawaiian Barbecue"",""Aloha A Go Go"",""Aloha Specialties"",""Aloha",3.73076923076923,"[""NV""]",26
"635","[Hookah Bars, Bars, Mediterranean, Nightlife, Restaurants]","[""The Olive Mediterranean Grill""]",4,"[""NV""]",1
"636","[Hookah Bars, Bars, Middle Eastern, Nightlife, Restaurants]","[""Layalina Mediterranean Restaurant""]",1.5,"[""NV""]",1
"637","[Hot Dogs, American (Traditional), Restaurants]","[""Hot Dog Heaven"",""Pink's""]",2.75,"[""NV""]",2
"638","[Hot Dogs, Fast Food, Restaurants]","[""Hot Dog On A Stick""]",4,"[""NV""]",2
"639","[Hot Dogs, Mexican, Restaurants]","[""Felix Hot Dog Taco Shop""]",4.5,"[""NV""]",1
"640","[Hot Dogs, Pizza, Restaurants]","[""Windy City Beefs N Pizza""]",4,"[""NV""]",1
"641","[Hot Dogs, Restaurants]","[""Hot Dogs at Slots of Fun"",""Coney Island Hot Dogs LLC"",""Chicago Dogs"",""Manhattan Streets"",""Times Square To Go"",""Wienerschnitzel"",""Hot Dog On A Stick"",""Big Al,s Chicago Deli"",""Windy City Beefs-N-Dogs"",""Nathan's Famous"",""Chi Town Dogs"",""Jody Maroni's Sausa",3.2741935483871,"[""NV""]",31
"642","[Hot Pot, Asian Fusion, Japanese, Restaurants]","[""Shabu Grill""]",4,"[""NV""]",1
"643","[Hot Pot, Sushi Bars, Japanese, Restaurants]","[""Swish Shabu Shabu""]",3.5,"[""NV""]",1
"644","[Hotels & Travel, Restaurants, Event Planning & Services, Hotels]","[""Pegasus-Alexis Park""]",2.5,"[""NV""]",1
"645","[Indian, Arts & Entertainment, Asian Fusion, Festivals, Restaurants]","[""2nd Annual Asian Food Festival""]",3.5,"[""NV""]",1
"646","[Indian, Buffets, Restaurants]","[""Sai India Curry"",""Delhi Indian Cuisine""]",3.75,"[""NV""]",2
"647","[Indian, Himalayan/Nepalese, Restaurants]","[""OM Restaurant""]",4,"[""NV""]",1
"648","[Indian, Mediterranean, Halal, Restaurants]","[""Lazeez""]",4,"[""NV""]",1
"649","[Indian, Restaurants]","[""Bombay Indian Cuisine"",""India Masala"",""Indian Curry Bowl"",""Mint Indian Bistro"",""Pyaar India Restaurant"",""India Palace"",""Mantra Masala"",""India's Grill"",""Mount Everest India's Cuisine"",""Tamba"",""Namaste Indian Cuisine""]",3.59090909090909,"[""NV""]",11
"650","[Indian, Vegetarian, Pakistani, Restaurants]","[""Shalimar Restaurant""]",3.5,"[""NV""]",1
"651","[Irish, American (New), Mediterranean, Restaurants]","[""McFadden's Restaurant and Saloon""]",2.5,"[""NV""]",1
"652","[Irish, Restaurants]","[""Corcoran's Irish Pub""]",2.5,"[""NV""]",1
"653","[Italian, American (New), Restaurants]","[""Off the Strip Just Real Food"",""Meatball Spot"",""Elements Kitchen & Martini Bar"",""Sirio Ristorante""]",3.4,"[""NV""]",5
"654","[Italian, Bars, Pizza, Nightlife, Restaurants]","[""Slice of Vegas""]",3.5,"[""NV""]",1
"655","[Italian, Delis, Pizza, Restaurants]","[""Rocco's NY Italian Deli""]",4,"[""NV""]",1
"656","[Italian, French, Restaurants]","[""Le Provencal""]",2.5,"[""NV""]",1
"657","[Italian, Mediterranean, Restaurants]","[""Mia Bella Cafe""]",4,"[""NV""]",1
"658","[Italian, Mexican, Chinese, Restaurants]","[""International Eatery""]",4,"[""NV""]",1
"659","[Italian, Pizza, Caterers, Event Planning & Services, Restaurants]","[""East Side Pizza""]",3.5,"[""NV""]",1
"660","[Italian, Pizza, Cheesesteaks, Restaurants]","[""Napoli Pizza""]",3,"[""NV""]",1
"661","[Italian, Pizza, Chicken Wings, Restaurants]","[""Pizza Natali"",""Naked City Pizza on Arville"",""Dal Italia"",""Top This Pizza, Inc.""]",3.5,"[""NV""]",4
"662","[Italian, Pizza, Restaurants]","[""The Original Graziano's Pizza Restaurant"",""Gabriella's Italian Grill & Pizzeria"",""Verdi Restaurant & Pizzeria"",""Due Forni"",""Rosati's Pizza"",""Biaggio's Pizzeria"",""Settebello Pizzeria Napoletana"",""Little Italy Pizza"",""Maru's Pizza and Italian Bistro"",""Mar",3.51162790697674,"[""NV""]",43
"663","[Italian, Pizza, Sandwiches, Restaurants]","[""Streets of New York"",""Tri-State Pizza""]",3.5,"[""NV""]",3
"664","[Italian, Sandwiches, Restaurants]","[""Al's Beef""]",3.5,"[""NV""]",1
"665","[Italian, Steakhouses, Restaurants]","[""Joe Vicari's Andiamo Italian Steakhouse""]",4.5,"[""NV""]",1
"666","[Italian, Thai, American (New), Restaurants]","[""Basil Thai Fusion""]",3,"[""NV""]",1
"667","[Japanese, Barbeque, Restaurants]","[""Yagyu Yakiniku"",""Gyu-Kaku Japanese BBQ"",""Honmachi""]",3.5,"[""NV""]",3
"668","[Japanese, Chinese, Restaurants]","[""Pumi Chinese Restaurant"",""Ichiban"",""Winter In July - A Pop-Up Lunch with Yonaka and Snow Shavery"",""Yong Kang Street""]",3.5,"[""NV""]",4
"669","[Japanese, Hawaiian, Restaurants]","[""Rice Trax Teriyaki Grill"",""Aloha A Go Go""]",3.83333333333333,"[""NV""]",3
"670","[Japanese, Restaurants]","[""Ichiban West"",""Shibuya"",""Yusho"",""Cafe Mitz"",""Sushi Avenue & Steak House"",""Japanese Cuisine By Omae"",""Wasabi Jane's Venetiaen"",""Nagoya Japanese Restaurant"",""Nobu"",""Samurai Sam's Teriyaki Grill"",""Oh! Curry"",""Samurai Sam's"",""Bar Charlie"",""Makino"",""Yoshiday",3.63157894736842,"[""NV""]",57
"671","[Jazz & Blues, Arts & Entertainment, Southern, Nightlife, Restaurants]","[""BB King's Blues Club""]",3,"[""NV""]",1
"672","[Korean, Asian Fusion, Dim Sum, Chinese, Restaurants]","[""Noodles""]",3,"[""NV""]",1
"673","[Korean, Asian Fusion, Hawaiian, Restaurants]","[""Island Style""]",4.5,"[""NV""]",1
"674","[Korean, Asian Fusion, Mexican, Restaurants]","[""KoMex Fusion""]",4.25,"[""NV""]",2
"675","[Korean, Asian Fusion, Sushi Bars, Restaurants]","[""Sandai Sushi""]",2.5,"[""NV""]",1
"676","[Korean, Asian Fusion, Tapas Bars, Restaurants]","[""Moko Asian Bistro""]",4.5,"[""NV""]",1
"677","[Korean, Asian Fusion, Thai, Restaurants]","[""Pei Wei Asian Diner""]",2.5,"[""NV""]",1
"678","[Korean, Barbeque, Restaurants]","[""Mother's Korean Grill"",""Jin Mee Korean BBQ Restaurant"",""Kimchi Korean Bbq"",""Korea House BBQ"",""Tofu Hut"",""Soyo Korean Barstaurant"",""Ginseng Korean BBQ II"",""Korean Garden BBQ House"",""Shilla Korean BBQ"",""SanToki Korean BBQ & Shabu Bar"",""Elephant BBQ Restau",3.31818181818182,"[""NV""]",11
"679","[Korean, Buffets, Barbeque, Restaurants]","[""Sura BBQ Buffet"",""Woo Che""]",3.5,"[""NV""]",2
"680","[Korean, Chicken Wings, Barbeque, Restaurants]","[""Q Bistro""]",4.5,"[""NV""]",1
"681","[Korean, Chicken Wings, Food Court, Restaurants]","[""Han's Chicken""]",3.5,"[""NV""]",1
"682","[Korean, Chicken Wings, Restaurants]","[""K Jun Chicken""]",3.5,"[""NV""]",1
"683","[Korean, Food Court, Restaurants]","[""Hot Tofu""]",3.5,"[""NV""]",1
"684","[Korean, Hawaiian, Restaurants]","[""Mi Ga""]",4,"[""NV""]",1
"685","[Korean, Hot Dogs, Asian Fusion, Restaurants]","[""Buldogis""]",4.5,"[""NV""]",1
"686","[Korean, Hot Dogs, Chicken Wings, Restaurants]","[""Buldogis""]",4.5,"[""NV""]",1
"687","[Korean, Hot Dogs, Restaurants]","[""Buldogis Eatery""]",4,"[""NV""]",1
"688","[Korean, Japanese, Barbeque, Restaurants]","[""Gangnam Asian BBQ Dining""]",4,"[""NV""]",1
"689","[Korean, Japanese, Chinese, Restaurants]","[""Ginseng 3""]",3,"[""NV""]",1
"690","[Korean, Japanese, Restaurants]","[""Well Being In The Box"",""Teriyaki Time""]",3.75,"[""NV""]",2
"691","[Korean, Mexican, Food Stands, Restaurants]","[""Hanshiktaco""]",3.5,"[""NV""]",1
"692","[Korean, Restaurants, Karaoke, Nightlife]","[""Zizzy""]",3.5,"[""NV""]",1
"693","[Korean, Restaurants]","[""2010 Fusion Restaurant"",""Seoul Korean Bar B Q Restaurant"",""Min Sok Chon"",""Woori House"",""Island Style Restaurant"",""Jun's Korean Restaurant"",""Won Mi"",""The Whale Island"",""Sahara Korean Restaurant"",""Red Gate Wok"",""Woo Che Asian Grill"",""Man Na"",""Ma Dang"",""Ko",3.58695652173913,"[""NV""]",23
"694","[Korean, Seafood, Barbeque, Restaurants]","[""The Kitchen Gangnam""]",4,"[""NV""]",1
"695","[Korean, Sushi Bars, Japanese, Hawaiian, Restaurants]","[""Yum Yum BBQ""]",4,"[""NV""]",1
"696","[Korean, Sushi Bars, Japanese, Restaurants]","[""Yum Yum BBQ"",""Nagoya Japanese Restaurant & Korean BBQ"",""Sushic""]",3.33333333333333,"[""NV""]",3
"697","[Korean, Sushi Bars, Restaurants]","[""Maru Korean BBQ & Sushi"",""Red Ginseng Narita Sushi & BBQ""]",3.5,"[""NV""]",2
"698","[Korean, Tapas Bars, Restaurants]","[""K-bop Korean Tapas Restaurant""]",4,"[""NV""]",1
"699","[Kosher, Delis, Breakfast & Brunch, Restaurants]","[""Levy's Bagels & Deli""]",3.5,"[""NV""]",1
"700","[Kosher, Mediterranean, Restaurants]","[""Haifa Restaurant"",""Jerusalem Grill Las Vegas""]",3.25,"[""NV""]",2
"701","[Kosher, Middle Eastern, Restaurants]","[""Sababa"",""Shawarma Vegas""]",4,"[""NV""]",2
"702","[Kosher, Pizza, Restaurants]","[""Adar Kosher Pizza Restaurant""]",2,"[""NV""]",1
"703","[Kosher, Restaurants]","[""Kosher Gourmet"",""Yafo Kosher Restaurant""]",2.75,"[""NV""]",2
"704","[Kosher, Sandwiches, Restaurants]","[""Panini Cafe""]",3.5,"[""NV""]",1
"705","[Latin American, Caribbean, Restaurants]","[""Goat Post Tropical Grill""]",3.5,"[""NV""]",1
"706","[Latin American, Chinese, Restaurants]","[""Little Dumpling""]",4,"[""NV""]",1
"707","[Latin American, Food, Street Vendors, Colombian, Food Stands, Restaurants]","[""Arepa Xpress""]",4.5,"[""NV""]",1
"708","[Latin American, Mexican, Restaurants]","[""Las Pupusas Restaurant"",""Tacos El Jefe's"",""El Steak Burrito""]",4.16666666666667,"[""NV""]",3
"709","[Latin American, Mexican, Salvadoran, Restaurants]","[""La Costa Del Sol"",""Esmeralda Cafe #3"",""SalvaMex""]",4,"[""NV""]",3
"710","[Latin American, Restaurants]","[""Dona Norma Restaurant"",""Las Pupusas"",""Las Pupusas Restaurant"",""Inka Si Senor"",""Ilopango Salvadorean Restaurant"",""Salvadoreno Restaurant"",""Oiga, Mire, Vea Colombian Cuisine"",""Centro America Restaurant"",""Pupusera El Zunzal"",""Pupuseria Cabanas"",""El Guanac",3.5,"[""NV""]",12
"711","[Latin American, Salvadoran, Restaurants]","[""Viva El Salvador Restaurant & Pupuseria"",""Las Pupusas""]",3.25,"[""NV""]",2
"712","[Live/Raw Food, Seafood, Restaurants, Italian]","[""Oyster Bar at Harrah's""]",4,"[""NV""]",1
"713","[Live/Raw Food, Vegan, Restaurants]","[""Raw Food Express""]",4.5,"[""NV""]",1
"714","[Live/Raw Food, Vegetarian, Vegan, Restaurants]","[""Go Raw Cafe""]",4,"[""NV""]",1
"715","[Local Services, Couriers & Delivery Services, Restaurants, Italian]","[""David Monte's NY Pizzeria""]",4,"[""NV""]",1
"716","[Malaysian, Restaurants]","[""Island Malaysian Cuisine Halal"",""Island Malaysian Cuisine 2""]",4,"[""NV""]",2
"717","[Malaysian, Singaporean, Restaurants]","[""Penang Malaysian Cuisine""]",3.5,"[""NV""]",1
"718","[Malaysian, Taiwanese, Chinese, Restaurants]","[""Big Wong Restaurant""]",4,"[""NV""]",1
"719","[Mediterranean, Middle Eastern, Restaurants]","[""Shish Kabob House"",""Ali Baba Cuisine""]",3.5,"[""NV""]",2
"720","[Mediterranean, Persian/Iranian, Middle Eastern, Restaurants]","[""Kabob Grill""]",4,"[""NV""]",1
"721","[Mediterranean, Restaurants]","[""Bagatelle Las Vegas"",""Joseph's Cuisine"",""Pumpkin & Pecan Shish Kabob Shop"",""Shawarma Plus Mediterranean Cuisine"",""BG Bistro"",""Sultan's Grill"",""Cous Cous Mediterranean Cafe"",""Mad Pita Express"",""Royal Cuisine"",""Fresh Kabob"",""Ambrosia Caf"",""Crazy Pita Rot",3.86666666666667,"[""NV""]",15
"722","[Mexican, Bars, Cocktail Bars, Nightlife, Restaurants]","[""Mercadito""]",3.5,"[""NV""]",1
"723","[Mexican, Chicken Wings, Restaurants]","[""Epollito Mexican Grill""]",4,"[""NV""]",1
"724","[Mexican, Chinese, Restaurants]","[""China Poblano""]",3,"[""NV""]",1
"725","[Mexican, Food Stands, Restaurants]","[""Taqueria El Buen Pastor"",""Sloppi Jo's Roving Eatery"",""Taqueria La Casa Del Pastor"",""El Patio Catering"",""Mamita's"",""Ricos Tacos""]",3.75,"[""NV""]",6
"726","[Mexican, Restaurants]","[""Peppers Mexican Grill"",""Yayo Taco"",""Las Gorditas"",""Tacos N' Ritas"",""T&T - Tacos and Tequila"",""La Palma Market"",""Super Mex Restaurant & Cantina"",""Phat Phrank's"",""Que Mas Mexican Cafe"",""La Palapa"",""360 Gourmet Burrito"",""Los Burritos"",""La Parrilla"",""Dimas ",3.56156156156156,"[""NV""]",333
"727","[Mexican, Tex-Mex, Restaurants]","[""Espee's Gourmet Tamales""]",3,"[""NV""]",1
"728","[Mexican, Vegan, Restaurants]","[""Pancho's Kitchen""]",5,"[""NV""]",1
"729","[Middle Eastern, Greek, Mediterranean, Restaurants]","[""Filfila Mediterranean Cafe""]",4,"[""NV""]",1
"730","[Middle Eastern, Moroccan, Restaurants]","[""Marrakech Moroccan Restaurant""]",4,"[""NV""]",1
"731","[Middle Eastern, Restaurants]","[""Hummus Bar"",""Almaza Hookah Cafe""]",3.75,"[""NV""]",2
"732","[Middle Eastern, Tapas/Small Plates, Mediterranean, Restaurants]","[""Cleo""]",4,"[""NV""]",1
"733","[Middle Eastern, Vegetarian, Mediterranean, Restaurants]","[""Cedars Restaurant""]",4,"[""NV""]",1
"734","[Modern European, Restaurants]","[""Bistro 57"",""Prince Restaurant""]",3.75,"[""NV""]",2
"735","[Mongolian, Chinese, Restaurants]","[""Wok On In""]",3,"[""NV""]",1
"736","[Moroccan, Restaurants]","[""Argana""]",4.5,"[""NV""]",1
"737","[Nightlife, Bars, American (New), Sports Bars, Restaurants]","[""Fat Bar""]",3,"[""NV""]",1
"738","[Nightlife, Bars, American (Traditional), Sports Bars, Restaurants]","[""O'Aces Bar & Grill"",""Rounders"",""Miller's Alehouse"",""TAP Sports Bar"",""Boulevard Bar & Grille"",""Upper Deck Grill and Sports Lounge""]",3.64285714285714,"[""NV""]",7
"739","[Nightlife, Bars, Chicken Wings, Restaurants]","[""Hurricane Grill & Wings""]",3,"[""NV""]",1
"740","[Nightlife, Bars, Karaoke, Hawaiian, Restaurants]","[""Aloha Kitchen & Bar""]",3.5,"[""NV""]",1
"741","[Nightlife, Bars, Mexican, Sports Bars, Restaurants]","[""Viva Zapatas Mexican Restaurant & Cantina""]",4.5,"[""NV""]",1
"742","[Nightlife, Bars, Pizza, Sports Bars, Restaurants]","[""Bacon Bar""]",3.5,"[""NV""]",1
"743","[Nightlife, Bars, Restaurants, Sports Bars, Italian]","[""Carmine's"",""Giuseppe's Bar & Grille""]",3.5,"[""NV""]",2
"744","[Nightlife, Bars, Sports Bars, Barbeque, Restaurants]","[""Gilley's""]",3,"[""NV""]",1
"745","[Nightlife, Bars, Steakhouses, Sports Bars, Restaurants]","[""Las Vegas Chophouse & Brewery""]",3,"[""NV""]",1
"746","[Nightlife, Breakfast & Brunch, Irish Pub, Bars, Restaurants]","[""McMullan's Irish Pub""]",4,"[""NV""]",1
"747","[Nightlife, Breakfast & Brunch, Italian, Bars, Restaurants]","[""Veranda""]",4,"[""NV""]",1
"748","[Nightlife, Burgers, Bars, Sports Bars, Restaurants]","[""Skybox Sports Bar & Grill"",""Umami Burger, Beer Garden & Sports Book""]",3,"[""NV""]",2
"749","[Nightlife, Cuban, Bars, Restaurants]","[""Florida Cafe Cuban Bar & Grill""]",3.5,"[""NV""]",1
"750","[Nightlife, Dance Clubs, Karaoke, Filipino, Restaurants]","[""Cafe Moda""]",3.5,"[""NV""]",1
"751","[Nightlife, Gastropubs, Bars, Restaurants]","[""Rocky's Bar and Grill""]",4,"[""NV""]",1
"752","[Nightlife, Korean, Asian Fusion, Karaoke, Restaurants]","[""Bazic Bar & Restoyaky""]",3.5,"[""NV""]",1
"753","[Nightlife, Korean, Bars, Restaurants]","[""9 on the Plate""]",4,"[""NV""]",1
"754","[Nightlife, Korean, Karaoke, Restaurants]","[""Bazic Bar & Karaoke""]",4,"[""NV""]",1
"755","[Nightlife, Restaurants]","[""O'aces Bar & Grill""]",1.5,"[""NV""]",1
"756","[Nightlife, Seafood, American (New), Bars, Restaurants]","[""Michael Mina""]",4,"[""NV""]",1
"757","[Nightlife, Seafood, American (Traditional), Bars, Restaurants]","[""Wolfgang Puck Bar & Grill""]",4,"[""NV""]",1
"758","[Nightlife, Seafood, Bars, Restaurants]","[""Crab Corner"",""Oyster Bar""]",4,"[""NV""]",2
"759","[Nightlife, Seafood, Bars, Sports Bars, Restaurants]","[""Shucks Tavern & Oyster Bar""]",3.5,"[""NV""]",1
"760","[Nightlife, Tapas Bars, Bars, Lounges, Restaurants]","[""Crush""]",4,"[""NV""]",1
"761","[Nightlife, Vegetarian, American (New), Bars, Restaurants]","[""Yard House""]",4,"[""NV""]",2
"762","[Pakistani, Bars, Indian, Nightlife, Restaurants]","[""Origin India Restaurant & Bar""]",3.5,"[""NV""]",1
"763","[Pakistani, Indian, Restaurants]","[""Saffron"",""Gaylord India Restaurant"",""India Oven"",""Bollywood Grill Indian Cusine"",""Taza Indian Kitchen""]",2.9,"[""NV""]",5
"764","[Pakistani, Mediterranean, Halal, Restaurants]","[""Kabob Korner""]",4,"[""NV""]",1
"765","[Persian/Iranian, Mediterranean, Halal, Restaurants]","[""Flame Kabob""]",3.5,"[""NV""]",1
"766","[Persian/Iranian, Mediterranean, Restaurants]","[""Aria Mediterranean Restaurant"",""Flame Kabob"",""The Village Mediterranean Grill"",""Royal Persis"",""Zaytoon Mediterranean Market and Kabob""]",4.1,"[""NV""]",5
"767","[Persian/Iranian, Middle Eastern, Restaurants]","[""Flame Kabob"",""Habib's Persian Cuisine""]",3.66666666666667,"[""NV""]",3
"768","[Peruvian, Argentine, Restaurants]","[""Che Inka Chicken""]",3.5,"[""NV""]",1
"769","[Peruvian, Restaurants]","[""Inka Grill"",""Don Beto Restaurant"",""Per Chicken"",""Lima Limon"",""Las Americas"",""Don Beto Restaurante""]",3.83333333333333,"[""NV""]",6
"770","[Pizza, American (New), Sandwiches, Restaurants]","[""Spicy Pickle""]",3.5,"[""NV""]",1
"771","[Pizza, Bars, Restaurants, Nightlife, Italian]","[""Luna Rossa""]",3.5,"[""NV""]",1
"772","[Pizza, Bars, Restaurants, Sports Bars, Nightlife]","[""Bogey's Bar & Grill"",""Brando's Sportsbar"",""Double Play Sports Bar"",""Nikki Lee's Sports Pub & Grill"",""Kerry's Sports Pub Pizza & Grill""]",3.2,"[""NV""]",5
"773","[Pizza, Buffets, Restaurants]","[""CiCi's Pizza"",""Round Table Pizza"",""Cici's Pizza""]",3.4,"[""NV""]",5
"774","[Pizza, Chicken Wings, Restaurants]","[""Pizza Hut""]",2,"[""NV""]",1
"775","[Pizza, Chicken Wings, Salad, Restaurants]","[""Above the Crust""]",4,"[""NV""]",1
"776","[Pizza, Food Stands, Restaurants]","[""La Pizza""]",3.5,"[""NV""]",1
"777","[Pizza, Gluten-Free, Restaurants]","[""The Saucy Tomato"",""Sammy's Woodfired Pizza and Grill""]",3.7,"[""NV""]",5
"778","[Pizza, Halal, Restaurants]","[""Sorrento Pizza""]",3,"[""NV""]",1
"779","[Pizza, Italian, Sandwiches, Restaurants]","[""Eddie D's""]",4,"[""NV""]",1
"780","[Pizza, Mediterranean, Restaurants]","[""Garden Cafe""]",4,"[""NV""]",1
"781","[Pizza, Restaurants, Chicken Wings, Italian]","[""Naked City Pizza On Paradise""]",4,"[""NV""]",1
"782","[Pizza, Restaurants]","[""Marcos Pizza"",""The Cook's Shop Pizzeria"",""Bona Pizza"",""Five50 Pizza Bar"",""Da Pizzeria"",""Little Caesars"",""Sicilian Pizza II"",""Mr Jim's Pizza"",""Ciao Ciao Pizza"",""8th Ave Pizza"",""Giani's NY Pizza and Pasta"",""Napoli Pizzeria"",""Emjay's New York Pizza"",""Villa",3.13636363636364,"[""NV""]",231
"783","[Pizza, Salad, Restaurants]","[""Philly Steak Express""]",3.5,"[""NV""]",1
"784","[Pizza, Sandwiches, Restaurants]","[""Fox's Pizza Den"",""Northside Nathan's Pizza"",""Rosati's Pizza Pub"",""Joey's Pizza"",""Schlotzsky's"",""Noble Roman's Pizza""]",3.25,"[""NV""]",6
"785","[Pizza, Vegan, Restaurants]","[""Pop Up Pizza""]",4,"[""NV""]",1
"786","[Portuguese, Seafood, French, Restaurants]","[""Vila Algarve""]",4.5,"[""NV""]",1
"787","[Pub Food, Fast Food, American (Traditional), Restaurants]","[""The Garden Grill""]",3,"[""NV""]",1
"788","[Pub Food, Fast Food, Sandwiches, Restaurants]","[""Sports Book Grill""]",4,"[""NV""]",1
"789","[Pubs, Bars, American (New), Nightlife, Restaurants]","[""The Brentwood Cafe And Tavern"",""Lj Bar & Grill""]",4.25,"[""NV""]",2
