name,city,categories,longitude,latitude,review_count
Biscuits 2 Burgers,Las Vegas,"[Burgers, Breakfast & Brunch, Restaurants]",-115.3042325,36.1005307,89
Nour Deli And Bakery,Las Vegas,"[Bakeries, Food, Mediterranean, Restaurants]",-115.1149607,36.0291019,6
Bonanno's NY Pizzeria,Las Vegas,"[Restaurants, Pizza, Italian]",-115.172557,36.109068,101
Original Chicken Tender,Las Vegas,"[Fast Food, Chicken Wings, Restaurants]",-115.1755429,36.09646318,15
Original Chicken Tender,Las Vegas,"[Fast Food, Chicken Wings, Restaurants]",-115.1752979,36.10500616,13
Tropical Smoothie Cafe,North Las Vegas,"[Food, Juice Bars & Smoothies, Restaurants, Cafes]",-115.1474426,36.23889647,22
El Regio,Las Vegas,"[Mexican, Restaurants]",-115.2513918,36.2636158,27
Casanova,Las Vegas,"[Restaurants, Mediterranean, Italian]",-115.1696134,36.12143623,172
Monte's Pizza Restaurant,Las Vegas,"[Pizza, Restaurants]",-115.0620928,36.1573631,7
Yu-Yu,Las Vegas,"[Japanese, Restaurants]",-115.1947749,36.1264024,229
PT's,Las Vegas,"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",-115.1384919,36.1008854,3
Firehouse Subs,Las Vegas,"[Delis, Fast Food, Sandwiches, Restaurants]",-115.119644,36.0820114,42
Gordon Ramsay BurGR,Las Vegas,"[Burgers, Restaurants]",-115.1723385,36.1101084,2537
Taste Market & Deli,Las Vegas,"[Sandwiches, Salad, Restaurants]",-115.2855925,36.1671901,4
Nosh & Swig,Las Vegas,"[Tapas/Small Plates, Restaurants]",-115.0961362,36.11578546,192
KFC,North Las Vegas,"[Fast Food, Restaurants]",-115.1779719,36.2869783,8
China Gourmet,Las Vegas,"[Chinese, Restaurants]",-115.294935,36.1446524,65
Asada's Tacos,Las Vegas,"[Mexican, Restaurants]",-115.141972,36.170125,23
Las Famosas De Jose,Las Vegas,"[Mexican, Restaurants]",-115.0616837,36.16691589,5
Pink's,Las Vegas,"[Hot Dogs, American (Traditional), Restaurants]",-115.3343585,36.15655939,34
Carl's Jr,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.2791683,36.1266055,7
Shaanxi Gourmet,Las Vegas,"[Chinese, Restaurants]",-115.2240628,36.1277185,30
Andrea's,Las Vegas,"[Bars, Asian Fusion, Nightlife, Restaurants]",-115.1667111,36.1260222,170
Little Richies Chicago Style Beef and Dogs at Treasure Island,Las Vegas,"[Delis, Hot Dogs, Sandwiches, Restaurants]",-115.1711726,36.1240302,20
Bonanno's New York Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.1762196,36.09586302,9
Popeyes Lousiana Kitchen,Las Vegas,"[Fast Food, Restaurants]",-115.175557,36.098909,9
Pick Up Stix,Las Vegas,"[Food, Ethnic Food, Specialty Food, American (New), Restaurants]",-115.175557,36.098909,24
Poppy Den,Las Vegas,"[Asian Fusion, Restaurants]",-115.2872813,36.16747433,190
Myxx Hookah Lounge,Las Vegas,"[Bars, Mediterranean, Dance Clubs, Nightlife, Hookah Bars, Restaurants]",-115.2240628,36.1277185,17
Windy City Beefs N Pizza,Las Vegas,"[Hot Dogs, Pizza, Restaurants]",-115.1195256,36.01249907,175
She by Morton's,Las Vegas,"[Bars, American (New), Nightlife, Restaurants]",-115.1755318,36.10782457,77
Burger King,Las Vegas,"[Burgers, Restaurants]",-115.1596576,35.9748265,15
Racha Restaurant,Las Vegas,"[Thai, Restaurants]",-115.1148655,36.1721046,3
Kens Burgers and Pizza,Las Vegas,"[Burgers, Pizza, Restaurants]",-115.119423,36.059631,4
Chao Thai Restaurant,Las Vegas,"[Thai, Restaurants]",-115.1370841,36.1066864,72
Midtown,Las Vegas,"[Bars, Restaurants, Wine Bars, Nightlife, Italian, Pizza]",-115.1424913,36.1294227,38
Citizens Kitchen and Bar,Las Vegas,"[American (New), Restaurants]",-115.1730561,36.0919655,323
Fat Choy,Las Vegas,"[American (New), Asian Fusion, Chinese, Restaurants]",-115.146866,36.14323,240
Ruth's Chris Steak House,Las Vegas,"[Steakhouses, Restaurants]",-115.1721972,36.11957566,116
Tasty Crepes,Las Vegas,"[Food, Desserts, Restaurants, Creperies, Ice Cream & Frozen Yogurt]",-115.2979249,36.1018156,86
VDKA,Las Vegas,[Restaurants],-115.1653038,36.1293962,8
D Grill,Las Vegas,"[American (Traditional), Restaurants]",-115.1428746,36.16959416,74
Tacos El Compita 3,Las Vegas,"[Mexican, Restaurants]",-115.0768537,36.09972165,10
Farmer Boys,Las Vegas,"[Burgers, Breakfast & Brunch, Sandwiches, Restaurants]",-115.1192924,36.08130504,80
Bubba Gump Shrimp Co,Las Vegas,"[Cajun/Creole, Comfort Food, Southern, Seafood, Restaurants]",-115.1721503,36.108911,150
Lina's Mexican Restaurant,North Las Vegas,"[Mexican, Restaurants]",-115.1149742,36.27677068,26
Chinita Mexican Bar & Grill,Las Vegas,"[Mexican, Restaurants]",-115.3007591,36.1455404,49
Taco y Taco,Las Vegas,"[Vegetarian, Mexican, Restaurants]",-115.099351,36.1006486,266
Remiix,Las Vegas,"[Bars, Asian Fusion, Cocktail Bars, Nightlife, American (New), Restaurants]",-115.1269689,36.1001961,39
Radio City Pizza,Las Vegas,"[Pizza, Restaurants]",-115.140026,36.1692899,131
Pizzalicious,Las Vegas,"[Food Delivery Services, Food, Restaurants, Sandwiches, Pizza, Italian]",-115.2439023,36.0900715,27
Yonaka Modern Japanese,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.209737,36.114935,460
Burger King,Las Vegas,"[Burgers, American (Traditional), Restaurants]",-115.1880112,36.10144043,5
Streets of New York,Las Vegas,"[Italian, Pizza, Sandwiches, Restaurants]",-115.2976303,36.09474945,77
Gerardo's Taco Shop,Las Vegas,"[Mexican, Restaurants]",-115.2430928,36.1226985,23
Baja Taco,Las Vegas,"[Mexican, Restaurants]",-115.2975437,36.11289042,87
Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo,Las Vegas,"[Steakhouses, Sushi Bars, Japanese, Restaurants]",-115.3140301,36.1154163,140
Layla Grill & Hookah,Las Vegas,"[Bars, Mediterranean, Nightlife, Lounges, Hookah Bars, Restaurants]",-115.2806243,36.1138469,94
Red Ginseng Narita Sushi & BBQ,Las Vegas,"[Korean, Sushi Bars, Restaurants]",-115.2867365,36.28129521,61
Border Food Juarez-El Paso,Las Vegas,"[Mexican, Restaurants]",-115.1156452,36.16987163,19
Einstein Bros Bagels,Las Vegas,"[Breakfast & Brunch, American (Traditional), Restaurants]",-115.2002594,36.11474429,25
Johnny Rockets,Las Vegas,"[Burgers, American (Traditional), Sandwiches, Restaurants]",-115.175407,36.144113,10
Fu Restaurant,Las Vegas,"[Asian Fusion, Cantonese, Chinese, Restaurants]",-115.1538315,36.1089325,55
Quiznos,Las Vegas,"[Sandwiches, Restaurants]",-115.147904,36.114988,7
Greens and Proteins,Las Vegas,"[Food, Juice Bars & Smoothies, Pizza, American (New), Restaurants]",-115.3062846,36.1148228,196
Joe Vicari's Andiamo Italian Steakhouse,Las Vegas,"[Italian, Steakhouses, Restaurants]",-115.1435569,36.1692708,137
Charley's Grilled Subs,Las Vegas,"[Fast Food, Steakhouses, Restaurants]",-115.04346,36.23982,3
21 Restaurant & Lounge,Las Vegas,"[Bars, Asian Fusion, Nightlife, Lounges, Karaoke, Restaurants]",-115.2264736,36.1431869,54
Chieti Coffee & Roasting,Las Vegas,"[Bakeries, Food, Delis, Cafes, Restaurants]",-115.221713,36.142796,26
Wingstop,Las Vegas,"[Fast Food, Chicken Wings, Restaurants]",-115.136879,36.117891,52
Anthony's New York Pizza & Deli,Las Vegas,"[Delis, Pizza, Restaurants]",-115.1457185,36.1681158,26
Gangnam Asian BBQ Dining,Las Vegas,"[Korean, Japanese, Barbeque, Restaurants]",-115.151261,36.108898,115
Nobu,Las Vegas,"[Japanese, Restaurants]",-115.1775155,36.11703446,305
Weeziana Gumbo & More,Las Vegas,"[Cajun/Creole, Southern, Restaurants]",-115.236683,36.15885597,64
LA Subs & Salads,Las Vegas,"[Sandwiches, Salad, Restaurants]",-115.175922,36.095424,4
The Coffee Shop,Las Vegas,"[Food, Breakfast & Brunch, Coffee & Tea, Restaurants]",-115.1711736,36.12371259,42
Bagels And Subs,Las Vegas,"[Breakfast & Brunch, American (New), Sandwiches, Restaurants]",-115.082142,36.143775,11
Bonefish Grill,Las Vegas,"[Seafood, Restaurants]",-115.17484,36.06997253,212
Cafe Sienna,Las Vegas,"[American (New), Restaurants]",-115.292602,36.1700271,4
Heraea,Las Vegas,"[American (Traditional), American (New), Restaurants]",-115.198798,36.114209,24
Sushic,Las Vegas,"[Korean, Sushi Bars, Japanese, Restaurants]",-115.141935,36.109511,6
La Tapenade Mediterranean Cafe,Las Vegas,"[Food, Mediterranean, Restaurants]",-115.133261,36.08040931,5
Jody Maroni's,Las Vegas,"[Fast Food, Restaurants]",-115.149533,36.086217,4
Royal Indian Bistro,Las Vegas,"[Vegetarian, Indian, Restaurants]",-115.186442,36.118699,54
Dos Caminos,Las Vegas,"[Mexican, Restaurants]",-115.3315267,36.1608544,58
Church's Chicken,Las Vegas,"[Fast Food, Restaurants]",-115.2075095,36.1588472,3
Juan's Flaming Fajitas & Cantina,Las Vegas,"[Mexican, Restaurants]",-115.3023364,36.10034447,335
Subway,Las Vegas,"[Fast Food, Sandwiches, Restaurants]",-115.2259494,36.05495243,4
Chicken Itza,Las Vegas,"[Comfort Food, Mexican, Restaurants]",-115.2222652,36.17560084,14
Felix Hot Dog Taco Shop,Las Vegas,"[Hot Dogs, Mexican, Restaurants]",-115.1519918,36.1524766,7
Rachel's Kitchen,Las Vegas,"[Food, Breakfast & Brunch, Juice Bars & Smoothies, Sandwiches, Restaurants]",-115.139516,36.169872,116
Jimmy John's,Las Vegas,"[Sandwiches, Restaurants]",-115.278454,36.135529,32
Burger Bistro,Las Vegas,"[Burgers, Restaurants]",-115.1528137,36.13551749,56
Fountains Brunch,Las Vegas,"[American (New), Restaurants]",-115.1730038,36.1140695,5
L & L Hawaiian Barbecue,Las Vegas,"[Barbeque, Hawaiian, Restaurants]",-115.2597342,36.19450971,38
Counter Cuisine,Las Vegas,"[American (New), Sandwiches, Food Court, Restaurants]",-115.236737,36.159221,3
Pizza Lounge,Las Vegas,"[Italian, Pizza, Restaurants]",-115.2859196,36.16750047,82
South Beach Food Court,Las Vegas,"[Food Court, Restaurants]",-115.1710309,36.10025101,10
Nathan's Famous Hot Dogs,Las Vegas,"[Hot Dogs, Restaurants]",-115.145281,36.17145,11
Zenshin Asian Restaurant,Las Vegas,"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",-115.1747074,36.0113116,166
PoshBurger Bistro,Las Vegas,"[Burgers, Restaurants]",-115.3122252,36.1588941,45
Bronze Cafe,Las Vegas,"[Food, Vegetarian, Coffee & Tea, Vegan, Restaurants]",-115.1346287,36.1619276,271
Cafe El Mundo Cubano,Las Vegas,"[Cuban, Restaurants]",-115.2203807,36.1435394,28
Carl's Jr.,Las Vegas,[Restaurants],-115.1356562,36.08597502,4
The Chuck Wagon Restaurant,Las Vegas,"[American (Traditional), Restaurants]",-115.058642,36.1074296,29
Caf� de Cebu,Las Vegas,"[Cafes, Filipino, Restaurants]",-115.2378738,36.11487826,116
Park on Fremont,Las Vegas,"[Bars, American (New), Nightlife, Lounges, Restaurants]",-115.140097,36.169326,348
Thai Noodles Cafe,Las Vegas,"[Thai, Restaurants]",-115.2428808,36.2191108,20
Hacienda Del Rey,Las Vegas,"[Bars, Mexican, Nightlife, Karaoke, Restaurants]",-115.137903,36.13884,33
Rendezvous Cafe,Las Vegas,[Restaurants],-115.2424433,36.2029728,6
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.1778612,36.06817596,23
Olive Garden Italian Restaurant,Las Vegas,"[Restaurants, Italian]",-115.2665268,36.272939,70
Koraku Ramen,Las Vegas,"[Japanese, Restaurants]",-115.1896048,36.12564455,39
Firehouse Subs,Las Vegas,"[Delis, Fast Food, Sandwiches, Restaurants]",-115.2783815,36.05641359,27
Subway,Las Vegas,"[Fast Food, Sandwiches, Restaurants]",-115.118174,36.115324,4
Meat Chix And Wieners,Las Vegas,"[Chicken Wings, Restaurants]",-115.2114,36.0786,6
Sicilian Ristorante,Las Vegas,"[Restaurants, Italian]",-115.0991612,36.10033606,78
Las Taquizas,Las Vegas,"[Food, Mexican, Food Trucks, Restaurants]",-115.0815025,36.17376867,3
Stir Krazy Mongolian Grill,Las Vegas,"[Asian Fusion, Chinese, Barbeque, Restaurants]",-115.1521048,36.107194,61
Goodfellas Pizzeria,Las Vegas,"[Italian, Pizza, Restaurants]",-115.078775,36.240859,15
Taco Tijuana,Las Vegas,"[Mexican, Restaurants]",-115.1151449,36.10020889,76
Myung Sung,Las Vegas,"[Food, Do-It-Yourself Food, Korean, Restaurants]",-115.1423943,36.1421289,25
Robertos Taco Shop,Las Vegas,"[Food, Mexican, Restaurants]",-115.3152246,36.21860085,11
Lulu's Bread & Breakfast,Las Vegas,"[Bakeries, Food, Breakfast & Brunch, Cafes, Restaurants]",-115.2698822,36.28350067,175
Da Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.1728049,36.1326597,3
Little Caesars,Las Vegas,"[Pizza, Restaurants]",-115.2444882,36.16362767,5
La Comida,Las Vegas,"[Mexican, Restaurants]",-115.1395496,36.1687401,285
La Bocce,Las Vegas,"[Restaurants, Italian]",-115.1583224,36.0577328,32
Sasa Sushi,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.2595642,36.2185429,137
Meat Chix & Wieners,Las Vegas,"[Burgers, Hot Dogs, Chicken Wings, Restaurants]",-115.280925,36.056118,9
Cafe Zupas,Las Vegas,"[Soup, Sandwiches, Salad, Restaurants]",-115.11839,36.01760744,187
McDonald's,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.1052326,36.09968455,6
Wa Da Pho,Las Vegas,"[Food, Vietnamese, Asian Fusion, Food Trucks, Restaurants]",-115.2098026,36.14690462,31
The Pizza Kings,North Las Vegas,"[Burgers, Restaurants, Pizza, Italian]",-115.111435,36.240562,8
Hank's Philly Steaks,Las Vegas,"[Cheesesteaks, Restaurants]",-115.1526505,36.0125177,88
Taco Bell,Las Vegas,"[Fast Food, Mexican, Tex-Mex, Restaurants]",-115.26112,36.02103,3
Body Food Kitchen,Las Vegas,"[Food, Food Delivery Services, Gluten-Free, American (New), Restaurants]",-115.2659777,36.1988542,10
Cilantro Tacos,Las Vegas,"[Mexican, Restaurants]",-115.2418546,36.20220201,91
The Taco Man,Las Vegas,"[Mexican, Restaurants]",-115.220267,36.18159903,7
Burger King,Las Vegas,"[Burgers, Restaurants]",-115.1373858,36.08595819,16
Arata Sushi,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.250331,36.219859,27
Chopstix,Las Vegas,"[Chinese, Restaurants]",-115.15036,36.01979,17
Manhattan Streets,Las Vegas,"[Hot Dogs, Restaurants]",-115.1726355,36.10877232,8
Michael Mina Pub 1842,Las Vegas,"[Pubs, Bars, Restaurants, Nightlife, Gastropubs]",-115.1676889,36.10301792,289
PRESS at Four Seasons,Las Vegas,"[Bars, Cafes, Cocktail Bars, Nightlife, Restaurants]",-115.174062,36.09036774,16
Angelo's Pizza  Kitchen,Las Vegas,"[Restaurants, Italian]",-115.224511,36.238501,28
PT'S Tavern,Las Vegas,"[American (Traditional), Restaurants]",-115.1183814,36.02762847,22
Kinnaree Thai and Vegetarian,Las Vegas,"[Thai, Vegetarian, Restaurants]",-115.2536257,36.1430817,105
Philly Steak Express,Las Vegas,"[Pizza, Salad, Restaurants]",-115.28715,36.27809,64
Amanta Real Thai Food,Las Vegas,"[Thai, Restaurants]",-115.208013,36.1250314,12
Auntie Anne's,Las Vegas,"[American (New), Restaurants]",-115.3519,36.1373,9
Rumbi Island Grill,Las Vegas,"[American (Traditional), Restaurants]",-115.1367707,36.10444824,80
SkinnyFATS,Las Vegas,"[Food, American (Traditional), Juice Bars & Smoothies, American (New), Restaurants]",-115.1816333,36.07585711,545
Giovanni's,Las Vegas,"[Restaurants, Pizza, Italian]",-115.1163475,36.0559061,20
Manhattan Fish Grill,Las Vegas,"[Seafood, Restaurants]",-115.3097052,36.1146298,60
The Bar @ Tropicana & Durango,Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants]",-115.2794948,36.1032073,20
Chronic Tacos,Las Vegas,"[Mexican, Restaurants]",-115.195684,36.114539,38
Pho Da Nang,Las Vegas,"[Arts & Entertainment, Vietnamese, Casinos, Event Planning & Services, Hotels & Travel, Restaurants, Hotels]",-115.186442,36.118699,40
Domino's Pizza,Las Vegas,"[Sandwiches, Pizza, Chicken Wings, Restaurants]",-115.2896852,36.0612353,8
Raising Cane's,Las Vegas,"[American (Traditional), Fast Food, Chicken Wings, Restaurants]",-115.2468132,36.1944211,33
Taco Bell,North Las Vegas,"[Fast Food, Mexican, Tex-Mex, Restaurants]",-115.172451,36.239438,4
McDonald's - MGM Grand The District Food Court,Las Vegas,"[Burgers, Restaurants]",-115.168115,36.10337034,7
Wake Up Coffee Cafe,Las Vegas,"[Cafes, Restaurants]",-115.2330307,36.1596183,35
Burger Brothers,Las Vegas,"[Burgers, American (New), Restaurants]",-115.1727209,36.02444595,37
Pho Sing Sing,Las Vegas,"[Vietnamese, Restaurants]",-115.2259262,36.1265774,80
Potato Corner,Las Vegas,"[Fast Food, American (New), Restaurants]",-115.197211,36.172577,13
Nacho Daddy,Las Vegas,"[Breakfast & Brunch, American (New), Mexican, Restaurants]",-115.1414047,36.16998714,144
Yellowfin Sushi & Grill,Las Vegas,"[Seafood, Sushi Bars, Japanese, Restaurants]",-115.17135,36.135076,6
Gold Spike,Las Vegas,"[Bars, Cafes, Nightlife, Lounges, Restaurants]",-115.1402675,36.1713078,232
Schlotzsky's,Las Vegas,"[Pizza, Sandwiches, Restaurants]",-115.175557,36.098909,5
Luna Lounge,Las Vegas,"[Bars, Tapas Bars, Nightlife, Lounges, Hookah Bars, Restaurants]",-115.1651995,36.1315051,86
Firefly on Paradise,Las Vegas,"[Tapas/Small Plates, Tapas Bars, Restaurants]",-115.1545992,36.1199703,455
Costco Food Court,Las Vegas,"[Food Court, Restaurants]",-115.3329611,36.1632356,18
Ogden's Hops and Harvest,Las Vegas,"[American (New), Restaurants]",-115.2869529,36.1672912,69
Sammy Pho Vietnamese Cuisine,Las Vegas,"[Vietnamese, Restaurants]",-115.2796205,36.05323735,76
Protein House,Las Vegas,"[Food, Burgers, Juice Bars & Smoothies, Salad, Restaurants]",-115.1195172,36.01605207,148
The Lodge Coffee House & Tavern,Las Vegas,"[Coffee & Tea, Food, Cafes, Bars, Cocktail Bars, Nightlife, Restaurants]",-115.279592,36.08436572,65
China Max,Las Vegas,"[Food Court, Chinese, Restaurants]",-115.17204,36.106542,5
Cafe Zupas,Las Vegas,"[Sandwiches, Restaurants]",-115.2577516,36.195649,141
Burger King,Las Vegas,"[Fast Food, Restaurants]",-115.2066378,36.277188,12
New Day Cafe,Las Vegas,"[Breakfast & Brunch, American (Traditional), Restaurants]",-115.1556873,36.0132829,84
Chopstix,Las Vegas,"[Chinese, Restaurants]",-115.1536938,36.01739848,4
Subway,Las Vegas,"[Fast Food, Sandwiches, Restaurants]",-115.17154,36.0512,7
The Little Kitchen Cafe,Las Vegas,"[Cafes, Taiwanese, Chinese, Restaurants]",-115.196473,36.12545112,16
Basil Thai Fusion,Las Vegas,"[Italian, Thai, American (New), Restaurants]",-115.231437,36.23778173,20
"Tetsuro's Sayonara, Aloha, Going Away Uye At Japanese Curry n",Las Vegas,"[Japanese, Restaurants]",-115.2093741,36.12683387,5
BG Bistro,Las Vegas,"[Mediterranean, Restaurants]",-115.2274013,36.10092638,38
1900 Asian Cuisine,Las Vegas,"[Shanghainese, Szechuan, Dim Sum, Chinese, Restaurants]",-115.211199,36.125587,69
Monte's Pizza Restaurant,Las Vegas,"[Pizza, Restaurants]",-115.2445869,36.1715498,3
"Big Al,s Chicago Deli",Las Vegas,"[Hot Dogs, Restaurants]",-115.1511348,36.0849929,5
Pellegrini Pizza,Las Vegas,"[Pizza, Restaurants]",-115.244139,36.172318,53
Pita House,Las Vegas,"[Mediterranean, Restaurants]",-115.134967,36.013806,94
McDonald's,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.1721409,36.12010509,4
La Mojarra Loca,North Las Vegas,"[Mexican, Restaurants]",-115.10464,36.196201,5
K-bop Korean Tapas Restaurant,Las Vegas,"[Korean, Tapas Bars, Restaurants]",-115.297923,36.1122889,73
McFadden's Restaurant and Saloon,Las Vegas,"[Irish, American (New), Mediterranean, Restaurants]",-115.1776797,36.0684803,149
BJ's Buffet,Las Vegas,"[Buffets, Restaurants]",-115.2083645,36.099494,40
The Sparklings,Las Vegas,"[American (New), Restaurants]",-115.242713,36.036676,289
Max's Restaurant,Las Vegas,"[Filipino, Restaurants]",-115.136639,36.114859,174
Rachel's Kitchen,Las Vegas,"[Food, Breakfast & Brunch, Juice Bars & Smoothies, Sandwiches, Restaurants]",-115.2865495,36.28842233,86
Rosas Taco Shop,Las Vegas,"[Mexican, Restaurants]",-115.118069,36.0184249,5
Aces & Ales,Las Vegas,"[Bars, American (Traditional), Pubs, Nightlife, Sports Bars, Restaurants]",-115.2496893,36.2111234,148
Geisha House Steak & Sushi,Las Vegas,"[Steakhouses, Sushi Bars, Japanese, Restaurants]",-115.3045911,36.1139473,162
McDonald's,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.1915115,36.03948827,16
Sin City Dogs,Las Vegas,"[Food, Hot Dogs, Food Trucks, Restaurants]",-115.125401,36.17311,5
Avenue Cafe,Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants]",-115.169402,36.103399,91
Carmine's,Las Vegas,"[Restaurants, Italian]",-115.1729418,36.1183949,195
Ramen Tatsu,Las Vegas,"[Ramen, Japanese, Restaurants]",-115.2242177,36.12766031,107
Pretty Girls Maid Cafe,Las Vegas,"[Food, Desserts, Bubble Tea, Japanese, Restaurants]",-115.1983146,36.1263392,10
Johnny Rockets,Las Vegas,"[Burgers, American (Traditional), Sandwiches, Restaurants]",-115.1692922,36.1144707,18
Sinaloa,Las Vegas,"[Food, Street Vendors, Mexican, Food Trucks, Restaurants]",-115.2063397,36.1958244,16
Meat Chix And Wieners,Las Vegas,"[Burgers, American (Traditional), Chicken Wings, Restaurants]",-115.207463,36.071196,11
McDonald's,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.2780336,36.02064156,21
Mariscos Playa Escondida,Las Vegas,"[Seafood, Mexican, Restaurants]",-115.135949,36.159363,103
The Kitchen Gangnam,Las Vegas,"[Korean, Seafood, Barbeque, Restaurants]",-115.210789,36.1440539,28
Fish Delish,Las Vegas,"[Seafood, Restaurants]",-115.2455693,36.1714121,18
Liu's Kitchen,Las Vegas,"[Chinese, Restaurants]",-115.2258702,36.0552438,43
The Little Kitchen Cafe,Las Vegas,"[Taiwanese, Chinese, Restaurants]",-115.196476,36.1254542,28
Rx Boiler Room,Las Vegas,"[American (New), Restaurants]",-115.1758973,36.09358491,184
Five50 Pizza Bar,Las Vegas,"[Pizza, Restaurants]",-115.173703,36.107291,284
Meat Chix And Wieners,Las Vegas,"[Burgers, American (Traditional), Chicken Wings, Restaurants]",-115.2812612,36.0561222,3
The Sterling Spoon Cafe,Las Vegas,"[Cafes, Diners, Restaurants]",-115.1524787,36.1137792,40
Sushi Tachi,North Las Vegas,"[Sushi Bars, Restaurants]",-115.1776326,36.27622286,42
Kumi Japanese Restaurant + Bar,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1730561,36.0919655,145
Angie's Soul Food Kitchen,Las Vegas,"[Soul Food, Restaurants]",-115.1441793,36.1226529,38
Pizza Rock,Las Vegas,"[Pizza, Restaurants]",-115.1420069,36.1718303,603
Silver Sevens Hotel and Casino,Las Vegas,"[Arts & Entertainment, Casinos, Event Planning & Services, Hotels & Travel, Hotels, Restaurants]",-115.1535379,36.1141583,95
Sonic,Las Vegas,"[Food, Fast Food, Juice Bars & Smoothies, Restaurants]",-115.256763,36.218705,10
Pho Hoa,Las Vegas,"[Soup, Vietnamese, Restaurants]",-115.1521039,36.1071917,5
Godfathers Pizza,Las Vegas,"[Pizza, Restaurants]",-115.1048341,36.0987599,5
GameWorks,Las Vegas,"[Arts & Entertainment, American (New), Arcades, Gastropubs, Restaurants]",-115.1790108,36.06813616,99
Firehouse Subs,Las Vegas,"[Delis, Fast Food, Sandwiches, Restaurants]",-115.2621609,36.14330324,13
El Pollo Loco,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.296839,36.09409995,30
Pho Ha Noi,Las Vegas,"[Vietnamese, Restaurants]",-115.2074043,36.1299924,12
Papa John's Pizza,Las Vegas,"[Pizza, Restaurants]",-115.063331,36.111031,9
Tacos El Rey,Las Vegas,"[Mexican, Restaurants]",-115.1378401,36.1162231,10
Pasta Fresh,Las Vegas,"[Restaurants, Italian]",-115.3087109,36.1141241,65
Sakana,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1382748,36.11718307,247
Mr D'z Fish House,Las Vegas,"[Seafood, Sandwiches, Restaurants]",-115.1373615,36.1084263,15
Mother's Wings & Things,Las Vegas,"[Food, Desserts, Soul Food, Restaurants]",-115.1376724,36.1289978,4
Crab Corner,Las Vegas,"[Nightlife, Seafood, Bars, Restaurants]",-115.243522,36.07097,138
Wildburger,Las Vegas,"[Burgers, Hot Dogs, Restaurants]",-115.191902,36.193937,3
Barefoot Bob's Beach Bar & Gaming,Las Vegas,"[Tapas Bars, Bars, Restaurants, Sports Bars, Nightlife]",-115.1316866,36.1148582,25
Braddah's Island Style,Las Vegas,"[Food, Ethnic Food, Restaurants, Hawaiian, Specialty Food]",-115.2424863,36.14621857,345
Kaba Curry,Las Vegas,"[Asian Fusion, Japanese, Restaurants]",-115.211199,36.125587,73
Original Tommy's Hamburgers,Las Vegas,"[Burgers, Restaurants]",-115.249942,36.24063,50
Smashburger,Las Vegas,"[Burgers, Restaurants]",-115.1723424,36.0552452,63
Teriyaki Boy Healthy Grill,Las Vegas,"[Asian Fusion, Restaurants]",-115.0784234,36.1731191,17
Chicken and Grill,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.250946,36.23363145,7
Hot Dog On a Stick,Las Vegas,"[Food, Food Delivery Services, American (Traditional), Restaurants]",-115.20964,36.15881212,25
Winter In July - A Pop-Up Lunch with Yonaka and Snow Shavery,Las Vegas,"[Japanese, Chinese, Restaurants]",-115.209737,36.114935,7
Kosher Gourmet,Las Vegas,"[Kosher, Restaurants]",-115.17204,36.106542,7
Fortunes,Las Vegas,"[Dim Sum, Chinese, Restaurants]",-115.1981452,36.1153808,11
Taiga Modern Japanese & Thai Restaurant,Las Vegas,"[Thai, Japanese, Restaurants]",-115.1067983,36.0719464,49
Charleys Philly Steaks,Las Vegas,"[Barbeque, Restaurants]",-115.1972579,36.172532,10
Ohjah Japanese Steakhouse,Las Vegas,"[Steakhouses, Sushi Bars, Japanese, Restaurants]",-115.2427914,36.1987541,99
Caf� Casera,Las Vegas,"[Cafes, Mexican, Restaurants]",-115.2243858,36.0489038,76
Red Robin,Las Vegas,"[Burgers, Restaurants]",-115.1187359,36.0156121,5
Taqueria El Pastorcito,Las Vegas,"[Food, Street Vendors, Mexican, Restaurants]",-115.223218,36.203889,7
Korean Delicious Restaurant,Las Vegas,"[Korean, Restaurants]",-115.22474,36.14201,15
Sakina Thai Cuisine,Las Vegas,"[Thai, Cantonese, Halal, Chinese, Restaurants]",-115.198702,36.144051,50
9 on the Plate,Las Vegas,"[Nightlife, Korean, Bars, Restaurants]",-115.2778306,36.1297417,23
