business_categories,city,review_count
"[Bars, Party & Event Planning, Nightlife, Lounges, Event Planning & Services]",Montreal,3
"[Bars, Nightlife]",Urbana,3
"[Bars, Nightlife]",Tempe,3
"[Bars, Nightlife]",Scottsdale,3
"[Bars, Nightlife]",Pittsburgh,3
"[Bars, Nightlife]",Peoria,3
"[Bars, Nightlife]",North Las Vegas,3
"[Bars, Nightlife]",Montr�al,3
"[Bars, Nightlife]",Mc Farland,3
"[Bars, Nightlife]",Madison,3
"[Bars, Nightlife]",Las Vegas,3
"[Bars, Nightlife]",Kitchener,3
"[Bars, Nightlife]",Karlsruhe,3
"[Bars, Nightlife]",Henderson,3
"[Bars, Nightlife]",Glendale,3
"[Bars, Nightlife]",Edinburgh,3
"[Bars, Nightlife]",Charlotte,3
"[Bars, Nightlife]",Champaign,3
"[Bars, Nightlife]",Casa Grande,3
"[Bars, Nightlife, Restaurants]",Montr�al,3
"[Bars, Nightlife, Moroccan, Restaurants]",Lachine,3
"[Bars, Nightlife, Lounges]",Scottsdale,3
"[Bars, Nightlife, Lounges]",Montr�al,3
"[Bars, Nightlife, Lounges]",Montreal,3
"[Bars, Nightlife, Lounges]",Madison,3
"[Bars, Nightlife, Lounges]",Las Vegas,3
"[Bars, Nightlife, Lounges]",Avondale,3
"[Bars, Nightlife, Lounges, Restaurants]",Las Vegas,3
"[Bars, Nightlife, Lounges, Hotels & Travel, Hotels, Event Planning & Services]",Las Vegas,3
"[Bars, Nightlife, Karaoke]",Montreal,3
"[Bars, Nightlife, Dance Clubs]",Tempe,3
"[Bars, Nightlife, Dance Clubs]",Edinburgh,3
"[Bars, Nightlife, Dance Clubs, Restaurants]",Phoenix,3
"[Bars, Nightlife, Canadian (New), Restaurants]",Montreal,3
"[Bars, Nightlife, British, Restaurants]",Edinburgh,3
"[Bars, Nightlife, Beer Bar]",Las Vegas,3
"[Bars, Mexican, Nightlife, Restaurants]",Tempe,3
"[Bars, Mexican, Nightlife, Restaurants]",Phoenix,3
"[Bars, Mediterranean, Nightlife, Restaurants]",Las Vegas,3
"[Bars, Irish Pub, Nightlife]",Charlotte,3
"[Bars, Hookah Bars, Nightlife]",Phoenix,3
"[Bars, Hookah Bars, Nightlife]",Glendale,3
"[Bars, Hookah Bars, Nightlife]",Chandler,3
"[Bars, Hookah Bars, Nightlife, Lounges]",Tempe,3
"[Bars, Golf, Food, Nightlife, Active Life, Sports Bars]",Chandler,3
"[Bars, Gay Bars, Nightlife]",Phoenix,3
"[Bars, Gay Bars, Nightlife, Karaoke]",Pittsburgh,3
"[Bars, Gay Bars, Nightlife, Dance Clubs]",Pittsburgh,3
"[Bars, French, Nightlife, Lounges, Italian, Restaurants]",Montr�al,3
"[Bars, Food, Ethnic Food, Specialty Food, Nightlife, Brazilian, Restaurants]",Montr�al,3
"[Bars, Food, Coffee & Tea, Wine Bars, Nightlife, Fast Food, Restaurants]",Edinburgh,3
"[Bars, Food, Cafes, Coffee & Tea, Pubs, Nightlife, Restaurants]",Karlsruhe,3
"[Bars, Food, Beer, Wine & Spirits, Wine Bars, Nightlife, Restaurants]",Phoenix,3
"[Bars, Event Planning & Services, Venues & Event Spaces, Nightlife]",Phoenix,3
"[Bars, Dive Bars, Nightlife, Sandwiches, Barbeque, Restaurants]",Mcfarland,3
"[Bars, Cocktail Bars, Nightlife]",Montr�al,3
"[Bars, Cocktail Bars, Nightlife]",Edinburgh,3
"[Bars, Cocktail Bars, Nightlife, Lounges]",Las Vegas,3
"[Bars, Cocktail Bars, Nightlife, Dance Clubs]",Montr�al,3
"[Bars, Caribbean, Nightlife, Lounges, Restaurants]",Charlotte,3
"[Bars, Arts & Entertainment, Nightlife, Music Venues]",Tempe,3
"[Bars, Arts & Entertainment, Nightlife, Music Venues]",Edinburgh,3
"[Bars, American (Traditional), Pubs, Nightlife, Sports Bars, Restaurants]",Fort Mill,3
"[Bars, American (Traditional), Nightlife, Restaurants]",Phoenix,3
"[Bars, American (Traditional), Nightlife, Restaurants]",Madison,3
"[Bars, American (Traditional), Nightlife, Restaurants]",Kitchener,3
"[Bars, American (Traditional), Nightlife, Restaurants]",Henderson,3
"[Bars, American (Traditional), Nightlife, Restaurants]",Carefree,3
"[Bars, American (Traditional), Nightlife, Pool Halls, Restaurants]",Dane,3
"[Bars, American (Traditional), Nightlife, Lounges, Restaurants]",Pittsburgh,3
"[Bars, American (Traditional), Nightlife, American (New), Sports Bars, Restaurants]",Mesa,3
"[Bars, American (Traditional), Music Venues, Arts & Entertainment, Nightlife, Lounges, Restaurants]",Las Vegas,3
"[Bars, American (Traditional), Burgers, Nightlife, Sports Bars, Restaurants]",Scottsdale,3
"[Bars, American (Traditional), Burgers, Nightlife, Sports Bars, Restaurants]",Peoria,3
"[Bars, American (Traditional), Arts & Entertainment, Casinos, Nightlife, Restaurants]",Las Vegas,3
"[Bars, American (New), Restaurants, Sports Bars, Nightlife]",Pittsburgh,3
"[Bars, American (New), Nightlife, Restaurants]",Phoenix,3
"[Bars, American (New), Nightlife, Restaurants]",Matthews,3
"[Bars, American (New), Nightlife, Restaurants]",Gilbert,3
"[Bars, American (New), Nightlife, Restaurants]",Coolidge,3
"[Barbers, Nail Salons, Beauty & Spas]",Pittsburgh,3
"[Barbers, Nail Salons, Beauty & Spas]",Charlotte,3
"[Barbers, Beauty & Spas]",Youngtown,3
"[Barbers, Beauty & Spas]",Tolleson,3
"[Barbers, Beauty & Spas]",Tempe,3
"[Barbers, Beauty & Spas]",Surprise,3
"[Barbers, Beauty & Spas]",Scottsdale,3
"[Barbers, Beauty & Spas]",Queen Creek,3
"[Barbers, Beauty & Spas]",Pittsburgh,3
"[Barbers, Beauty & Spas]",Phoenix,3
"[Barbers, Beauty & Spas]",North Las Vegas,3
"[Barbers, Beauty & Spas]",Montr�al,3
"[Barbers, Beauty & Spas]",Matthews,3
"[Barbers, Beauty & Spas]",Madison,3
"[Barbers, Beauty & Spas]",Las Vegas,3
"[Barbers, Beauty & Spas]",Henderson,3
"[Barbers, Beauty & Spas]",Goodyear,3
"[Barbers, Beauty & Spas]",Glendale,3
"[Barbers, Beauty & Spas]",Coolidge,3
"[Barbers, Beauty & Spas]",Charlotte,3
"[Barbers, Beauty & Spas]",Chandler,3
"[Barbers, Beauty & Spas]",Champaign,3
"[Barbers, Beauty & Spas]",Cave Creek,3
"[Barbers, Beauty & Spas]",Buckeye,3
"[Barbers, Beauty & Spas]",Avondale,3
"[Barbeque, Restaurants]",Urbana,3
"[Barbeque, Restaurants]",Tempe,3
"[Barbeque, Restaurants]",Pittsburgh,3
"[Barbeque, Restaurants]",Phoenix,3
"[Barbeque, Restaurants]",Peoria,3
"[Barbeque, Restaurants]",Montr�al,3
"[Barbeque, Restaurants]",Las Vegas,3
"[Barbeque, Restaurants]",Kirkland,3
"[Barbeque, Restaurants]",Karlsruhe,3
"[Barbeque, Restaurants]",Henderson,3
"[Barbeque, Restaurants]",Goodyear,3
"[Barbeque, Restaurants]",Fort Mill,3
"[Barbeque, Restaurants]",El Mirage,3
"[Barbeque, Restaurants]",Charlotte,3
"[Barbeque, Restaurants]",Belmont,3
"[Barbeque, Hawaiian, Restaurants]",North Las Vegas,3
"[Banks & Credit Unions, Financial Services]",Tempe,3
"[Banks & Credit Unions, Financial Services]",Surprise,3
"[Banks & Credit Unions, Financial Services]",Sun Prairie,3
"[Banks & Credit Unions, Financial Services]",Scottsdale,3
"[Banks & Credit Unions, Financial Services]",Rankin,3
"[Banks & Credit Unions, Financial Services]",Pittsburgh,3
"[Banks & Credit Unions, Financial Services]",Phoenix,3
"[Banks & Credit Unions, Financial Services]",Peoria,3
"[Banks & Credit Unions, Financial Services]",North Las Vegas,3
"[Banks & Credit Unions, Financial Services]",Nellis AFB,3
"[Banks & Credit Unions, Financial Services]",Montreal,3
"[Banks & Credit Unions, Financial Services]",Monona,3
"[Banks & Credit Unions, Financial Services]",Mesa,3
"[Banks & Credit Unions, Financial Services]",Madison,3
"[Banks & Credit Unions, Financial Services]",Las Vegas,3
"[Banks & Credit Unions, Financial Services]",Karlsruhe,3
"[Banks & Credit Unions, Financial Services]",Henderson,3
"[Banks & Credit Unions, Financial Services]",Goodyear,3
"[Banks & Credit Unions, Financial Services]",Glendale,3
"[Banks & Credit Unions, Financial Services]",Gilbert,3
"[Banks & Credit Unions, Financial Services]",Fitchburg,3
"[Banks & Credit Unions, Financial Services]",Edinburgh,3
"[Banks & Credit Unions, Financial Services]",Charlotte,3
"[Banks & Credit Unions, Financial Services]",Chandler,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Surprise,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Queen Creek,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Pittsburgh,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Phoenix,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Mesa,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Madison,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Las Vegas,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Gilbert,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Charlotte,3
"[Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate]",Chandler,3
"[Banks & Credit Unions, Financial Services, Financial Advising]",Glendale,3
"[Banks & Credit Unions, Financial Services, Financial Advising]",Chandler,3
"[Bakeries, Grocery, Food, Cafes, Coffee & Tea, Restaurants]",Bietigheim,3
"[Bakeries, Food]",Verdun,3
"[Bakeries, Food]",Tempe,3
"[Bakeries, Food]",Surprise,3
"[Bakeries, Food]",Scottsdale,3
"[Bakeries, Food]",Scotland,3
"[Bakeries, Food]",Pittsburgh,3
"[Bakeries, Food]",Phoenix,3
"[Bakeries, Food]",Peoria,3
"[Bakeries, Food]",North Las Vegas,3
"[Bakeries, Food]",Montr�al,3
"[Bakeries, Food]",Montreal,3
"[Bakeries, Food]",Mesa,3
"[Bakeries, Food]",Las Vegas,3
"[Bakeries, Food]",Karlsruhe,3
"[Bakeries, Food]",Guadalupe,3
"[Bakeries, Food]",Glendale,3
"[Bakeries, Food]",Fountain Hills,3
"[Bakeries, Food]",Fitchburg,3
"[Bakeries, Food]",Edinburgh,3
"[Bakeries, Food]",Charlotte,3
"[Bakeries, Food]",Champaign,3
"[Bakeries, Food]",Belmont,3
"[Bakeries, Food]",Avondale,3
"[Bakeries, Food, Specialty Food, Ethnic Food]",Montreal,3
"[Bakeries, Food, Shopping]",Edinburgh,3
"[Bakeries, Food, Sandwiches, Restaurants]",Phoenix,3
"[Bakeries, Food, Restaurants]",Waldbronn,3
"[Bakeries, Food, Restaurants]",Las Vegas,3
"[Bakeries, Food, Portuguese, Restaurants]",Montreal,3
"[Bakeries, Food, Patisserie/Cake Shop]",Montr�al,3
"[Bakeries, Food, Meat Shops, Specialty Food]",Chandler,3
"[Bakeries, Food, Grocery]",Phoenix,3
"[Bakeries, Food, Grocery]",Montr�al,3
"[Bakeries, Food, Grocery]",Las Vegas,3
"[Bakeries, Food, Grocery, Farmers Market]",Sun Prairie,3
"[Bakeries, Food, Fast Food, Restaurants]",Edinburgh,3
"[Bakeries, Food, Event Planning & Services, Party & Event Planning, Desserts]",Las Vegas,3
"[Bakeries, Food, Event Planning & Services, Caterers]",Glendale,3
"[Bakeries, Food, Event Planning & Services, Caterers]",Charlotte,3
"[Bakeries, Food, Desserts]",Phoenix,3
"[Bakeries, Food, Desserts]",Montr�al,3
"[Bakeries, Food, Desserts]",Montreal,3
"[Bakeries, Food, Desserts]",Chandler,3
"[Bakeries, Food, Desserts, Event Planning & Services, Caterers]",Verdun,3
"[Bakeries, Food, Cupcakes]",Pittsburgh,3
"[Bakeries, Food, Coffee & Tea]",Windsor,3
"[Bakeries, Food, Coffee & Tea, Sandwiches, Restaurants]",Madison,3
"[Bakeries, Food, Coffee & Tea, Desserts]",Montr�al,3
"[Bakeries, Food, Coffee & Tea, Cafes, Restaurants]",Karlsruhe,3
"[Bakeries, Food, Breakfast & Brunch, Cafes, Restaurants]",Edinburgh,3
"[Bakeries, Food, Bars, Coffee & Tea, Nightlife]",Charlotte,3
"[Bakeries, Food, American (Traditional), Restaurants]",Scottsdale,3
[Automotive],Tempe,3
[Automotive],Surprise,3
[Automotive],Scottsdale,3
[Automotive],Madison,3
"[Automotive, Windshield Installation & Repair]",Gilbert,3
"[Automotive, Windshield Installation & Repair, Windows Installation, Home Services, Glass & Mirrors]",Scottsdale,3
"[Automotive, Windshield Installation & Repair, Home Services, Auto Glass Services, Glass & Mirrors]",Matthews,3
"[Automotive, Windshield Installation & Repair, Auto Glass Services]",Phoenix,3
"[Automotive, Windshield Installation & Repair, Auto Glass Services]",Charlotte,3
"[Automotive, Windshield Installation & Repair, Auto Glass Services]",Chandler,3
"[Automotive, Truck Rental]",Scottsdale,3
"[Automotive, Towing]",Urbana,3
"[Automotive, Towing]",Phoenix,3
"[Automotive, Towing]",Mesa,3
"[Automotive, Towing]",Maricopa,3
"[Automotive, Towing]",Las Vegas,3
"[Automotive, Towing]",Charlotte,3
"[Automotive, Towing]",Champaign,3
"[Automotive, Towing]",Casa Grande,3
"[Automotive, Sporting Goods, Boat Dealers, Shopping, Auto Parts & Supplies]",Glendale,3
"[Automotive, Smog Check Stations]",Phoenix,3
"[Automotive, Smog Check Stations]",Las Vegas,3
"[Automotive, Shopping, Gas & Service Stations]",Las Vegas,3
"[Automotive, Shopping, Gas & Service Stations, Antiques]",Phoenix,3
"[Automotive, Registration Services]",Phoenix,3
"[Automotive, RV Repair]",Glendale,3
"[Automotive, RV Dealers]",Las Vegas,3
"[Automotive, RV Dealers]",Apache Junction,3
"[Automotive, Parking]",Pittsburgh,3
"[Automotive, Parking]",Phoenix,3
"[Automotive, Parking]",Madison,3
"[Automotive, Parking]",Las Vegas,3
"[Automotive, Parking]",Glendale,3
"[Automotive, Motorcycle Repair]",Scottsdale,3
"[Automotive, Motorcycle Repair]",Glendale,3
"[Automotive, Motorcycle Repair, Motorcycle Rental, Hotels & Travel]",Henderson,3
"[Automotive, Motorcycle Repair, Motorcycle Dealers]",Phoenix,3
"[Automotive, Motorcycle Repair, Motorcycle Dealers]",Mesa,3
"[Automotive, Motorcycle Repair, Motorcycle Dealers]",Madison,3
"[Automotive, Motorcycle Repair, Auto Parts & Supplies, Motorcycle Dealers]",Casa Grande,3
"[Automotive, Motorcycle Dealers]",Queen Creek,3
"[Automotive, Motorcycle Dealers]",Pittsburgh,3
"[Automotive, Motorcycle Dealers]",Middleton,3
"[Automotive, Motorcycle Dealers]",Las Vegas,3
"[Automotive, Motorcycle Dealers]",Henderson,3
"[Automotive, Motorcycle Dealers]",Goodyear,3
"[Automotive, Home Window Tinting, Home Services, Auto Glass Services]",Las Vegas,3
"[Automotive, Home Window Tinting, Home Services, Auto Glass Services]",Goodyear,3
"[Automotive, Gas & Service Stations]",Tempe,3
"[Automotive, Gas & Service Stations]",Scottsdale,3
"[Automotive, Gas & Service Stations]",Pittsburgh,3
"[Automotive, Gas & Service Stations]",Phoenix,3
"[Automotive, Gas & Service Stations]",Peoria,3
"[Automotive, Gas & Service Stations]",Mesa,3
"[Automotive, Gas & Service Stations]",Madison,3
"[Automotive, Gas & Service Stations]",Las Vegas,3
"[Automotive, Gas & Service Stations]",Henderson,3
"[Automotive, Gas & Service Stations]",Goodyear,3
"[Automotive, Gas & Service Stations]",Glendale,3
"[Automotive, Gas & Service Stations]",Fort Mill,3
"[Automotive, Gas & Service Stations]",Edinburgh,3
"[Automotive, Gas & Service Stations]",Charlotte,3
"[Automotive, Gas & Service Stations]",Casa Grande,3
"[Automotive, Gas & Service Stations, Oil Change Stations]",Fort Mill,3
"[Automotive, Car Dealers]",Sun City West,3
"[Automotive, Car Dealers]",Scottsdale,3
"[Automotive, Car Dealers]",Pittsburgh,3
"[Automotive, Car Dealers]",Pittsburg,3
"[Automotive, Car Dealers]",Phoenix,3
"[Automotive, Car Dealers]",Montreal,3
"[Automotive, Car Dealers]",Madison,3
"[Automotive, Car Dealers]",Las Vegas,3
"[Automotive, Car Dealers]",Edinburgh,3
"[Automotive, Car Dealers]",Chandler,3
"[Automotive, Car Dealers]",Avondale,3
"[Automotive, Body Shops]",Tempe,3
"[Automotive, Body Shops]",Pittsburgh,3
"[Automotive, Body Shops]",Phoenix,3
"[Automotive, Body Shops]",Mesa,3
"[Automotive, Body Shops]",Las Vegas,3
"[Automotive, Body Shops]",Henderson,3
"[Automotive, Body Shops]",Gilbert,3
"[Automotive, Body Shops]",Edinburgh,3
"[Automotive, Body Shops]",Charlotte,3
"[Automotive, Body Shops, Windshield Installation & Repair]",Tempe,3
"[Automotive, Body Shops, Windshield Installation & Repair]",Scottsdale,3
"[Automotive, Body Shops, Windshield Installation & Repair]",Mesa,3
"[Automotive, Body Shops, Car Dealers]",Las Vegas,3
"[Automotive, Body Shops, Auto Glass Services]",Peoria,3
"[Automotive, Body Shops, Auto Customization, Motorcycle Dealers]",Scottsdale,3
"[Automotive, Boat Repair, Towing, Professional Services]",Phoenix,3
"[Automotive, Boat Repair, Boating, Active Life, Professional Services, Boat Dealers]",Las Vegas,3
"[Automotive, Auto Parts & Supplies]",Surprise,3
"[Automotive, Auto Parts & Supplies]",Phoenix,3
"[Automotive, Auto Parts & Supplies]",Peoria,3
"[Automotive, Auto Parts & Supplies]",North Las Vegas,3
"[Automotive, Auto Parts & Supplies]",Mesa,3
"[Automotive, Auto Parts & Supplies]",Madison,3
"[Automotive, Auto Parts & Supplies]",Litchfield Park,3
"[Automotive, Auto Parts & Supplies]",Las Vegas,3
"[Automotive, Auto Parts & Supplies]",Henderson,3
"[Automotive, Auto Parts & Supplies]",Glendale,3
"[Automotive, Auto Parts & Supplies]",Charlotte,3
"[Automotive, Auto Parts & Supplies]",Chandler,3
"[Automotive, Auto Parts & Supplies, Auto Glass Services]",Youngtown,3
"[Automotive, Auto Parts & Supplies, Auto Glass Services]",Peoria,3
"[Automotive, Auto Loan Providers, Car Dealers]",Phoenix,3
"[Automotive, Auto Glass Services]",Tempe,3
"[Automotive, Auto Glass Services]",Phoenix,3
"[Automotive, Auto Glass Services]",Las Vegas,3
"[Automotive, Auto Detailing]",Scottsdale,3
"[Automotive, Auto Detailing]",Pittsburgh,3
"[Automotive, Auto Detailing]",Phoenix,3
"[Automotive, Auto Detailing]",Las Vegas,3
"[Automotive, Auto Detailing]",Henderson,3
"[Automotive, Auto Detailing, RV Dealers]",Avondale,3
"[Automotive, Auto Customization]",Tempe,3
"[Automotive, Auto Customization]",Phoenix,3
"[Automotive, Auto Customization]",Mesa,3
"[Automotive, Arts & Entertainment, Festivals]",Henderson,3
"[Auto Repair, Oil Change Stations, Car Wash, Automotive]",Gilbert,3
"[Auto Repair, Oil Change Stations, Automotive]",Phoenix,3
"[Auto Repair, Automotive]",Urbana,3
"[Auto Repair, Automotive]",Tempe,3
"[Auto Repair, Automotive]",Surprise,3
"[Auto Repair, Automotive]",Scottsdale,3
"[Auto Repair, Automotive]",San Tan Valley,3
"[Auto Repair, Automotive]",Pittsburgh,3
"[Auto Repair, Automotive]",Phoenix,3
"[Auto Repair, Automotive]",Peoria,3
"[Auto Repair, Automotive]",North Las Vegas,3
"[Auto Repair, Automotive]",Montreal,3
"[Auto Repair, Automotive]",Millvale,3
"[Auto Repair, Automotive]",Mesa,3
"[Auto Repair, Automotive]",Madison,3
"[Auto Repair, Automotive]",Las Vegas,3
"[Auto Repair, Automotive]",Kitchener,3
"[Auto Repair, Automotive]",Indian Trail,3
"[Auto Repair, Automotive]",Henderson,3
"[Auto Repair, Automotive]",Glendale,3
"[Auto Repair, Automotive]",Gilbert,3
"[Auto Repair, Automotive]",Florence,3
"[Auto Repair, Automotive]",Durmersheim,3
"[Auto Repair, Automotive]",Charlotte,3
"[Auto Repair, Automotive]",Chandler,3
"[Auto Repair, Automotive]",Champaign,3
"[Auto Repair, Automotive]",Casa Grande,3
"[Auto Repair, Automotive]",Bonnyrigg,3
"[Auto Repair, Automotive]",Belmont,3
"[Auto Repair, Automotive]",Apache Junction,3
"[Auto Repair, Automotive, Windshield Installation & Repair, Auto Glass Services]",Avondale,3
"[Auto Repair, Automotive, Transportation, Hotels & Travel]",Montreal,3
"[Auto Repair, Automotive, Towing, Gas & Service Stations]",Phoenix,3
"[Auto Repair, Automotive, Tires]",Mesa,3
"[Auto Repair, Automotive, Tires]",Fitchburg,3
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Sun City,3
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Pittsburgh,3
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Phoenix,3
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Peoria,3
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Mesa,3
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Madison,3
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Las Vegas,3
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Goodyear,3
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Charlotte,3
"[Auto Repair, Automotive, Tires, Gas & Service Stations]",Aspinwall,3
"[Auto Repair, Automotive, Tires, Body Shops]",Phoenix,3
"[Auto Repair, Automotive, Smog Check Stations]",Las Vegas,3
"[Auto Repair, Automotive, Smog Check Stations, Oil Change Stations]",Las Vegas,3
"[Auto Repair, Automotive, RV Dealers]",Mesa,3
"[Auto Repair, Automotive, Oil Change Stations]",Tempe,3
"[Auto Repair, Automotive, Oil Change Stations]",Phoenix,3
"[Auto Repair, Automotive, Oil Change Stations]",Mesa,3
"[Auto Repair, Automotive, Oil Change Stations]",Las Vegas,3
"[Auto Repair, Automotive, Oil Change Stations]",Gilbert,3
"[Auto Repair, Automotive, Oil Change Stations]",Fitchburg,3
"[Auto Repair, Automotive, Oil Change Stations]",Casa Grande,3
"[Auto Repair, Automotive, Oil Change Stations]",Avondale,3
"[Auto Repair, Automotive, Motorcycle Repair]",Phoenix,3
"[Auto Repair, Automotive, Local Services, Auto Parts & Supplies, Recycling Center]",Gilbert,3
"[Auto Repair, Automotive, Gas & Service Stations]",Monona,3
"[Auto Repair, Automotive, Gas & Service Stations, Smog Check Stations]",Henderson,3
"[Auto Repair, Automotive, Gas & Service Stations, Oil Change Stations]",Phoenix,3
"[Auto Repair, Automotive, Car Wash]",Karlsruhe,3
"[Auto Repair, Automotive, Car Wash, Smog Check Stations]",Edinburgh,3
"[Auto Repair, Automotive, Car Stereo Installation, Oil Change Stations]",Mesa,3
"[Auto Repair, Automotive, Car Dealers]",Tempe,3
"[Auto Repair, Automotive, Car Dealers]",Savoy,3
"[Auto Repair, Automotive, Car Dealers]",Phoenix,3
"[Auto Repair, Automotive, Car Dealers]",Montreal,3
"[Auto Repair, Automotive, Car Dealers]",Laval,3
"[Auto Repair, Automotive, Car Dealers]",Las Vegas,3
"[Auto Repair, Automotive, Car Dealers]",Karlsruhe,3
"[Auto Repair, Automotive, Car Dealers]",Ettlingen,3
"[Auto Repair, Automotive, Body Shops]",Tempe,3
"[Auto Repair, Automotive, Body Shops]",Scottsdale,3
"[Auto Repair, Automotive, Body Shops]",Madison,3
"[Auto Repair, Automotive, Body Shops]",Las Vegas,3
"[Auto Repair, Automotive, Body Shops]",Henderson,3
"[Auto Repair, Automotive, Body Shops]",Glendale,3
"[Auto Repair, Automotive, Body Shops]",Charlotte,3
"[Auto Repair, Automotive, Body Shops, Oil Change Stations]",Phoenix,3
"[Auto Repair, Automotive, Body Shops, Car Dealers]",Sun City,3
"[Auto Repair, Automotive, Auto Parts & Supplies]",Pittsburgh,3
"[Auto Repair, Automotive, Auto Parts & Supplies]",Phoenix,3
"[Auto Repair, Automotive, Auto Parts & Supplies]",Mesa,3
"[Auto Repair, Automotive, Auto Parts & Supplies]",Las Vegas,3
"[Auto Repair, Automotive, Auto Parts & Supplies]",Henderson,3
"[Auto Repair, Automotive, Auto Parts & Supplies]",Chandler,3
"[Auto Repair, Automotive, Auto Parts & Supplies, Oil Change Stations]",Tempe,3
"[Auto Repair, Automotive, Auto Parts & Supplies, Oil Change Stations]",Pineville,3
"[Auto Repair, Automotive, Auto Parts & Supplies, Oil Change Stations]",Las Vegas,3
"[Auto Repair, Automotive, Auto Parts & Supplies, Car Dealers]",Mesa,3
"[Auto Repair, Automotive, Auto Parts & Supplies, Car Dealers]",Champaign,3
"[Auto Repair, Automotive, Auto Parts & Supplies, Auto Glass Services]",Phoenix,3
"[Auto Repair, Automotive, Auto Parts & Supplies, Auto Customization]",Phoenix,3
"[Auto Repair, Automotive, Auto Glass Services]",Mesa,3
"[Auto Repair, Automotive, Auto Glass Services, Oil Change Stations]",Sun City West,3
"[Auto Repair, Automotive, Auto Detailing]",Phoenix,3
"[Auto Repair, Automotive, Auto Detailing, Auto Glass Services]",Tempe,3
"[Auto Detailing, Home Services, Carpet Cleaning, Automotive, Local Services, Home Cleaning]",North Las Vegas,3
"[Asian Fusion, Restaurants]",Montr�al,3
"[Asian Fusion, Restaurants]",Mesa,3
"[Asian Fusion, Restaurants]",Laval,3
"[Asian Fusion, Restaurants]",Karlsruhe,3
"[Asian Fusion, Restaurants]",Charlotte,3
"[Asian Fusion, Japanese, Restaurants]",Las Vegas,3
"[Asian Fusion, Buffets, Chinese, Restaurants]",Pittsburgh,3
[Arts & Entertainment],Scottsdale,3
[Arts & Entertainment],Pittsburgh,3
[Arts & Entertainment],Phoenix,3
[Arts & Entertainment],Paradise,3
[Arts & Entertainment],Montr�al,3
[Arts & Entertainment],Mesa,3
[Arts & Entertainment],Las Vegas,3
[Arts & Entertainment],Edinburgh,3
"[Arts & Entertainment, Venues & Event Spaces, Libraries, Event Planning & Services, Social Clubs, Public Services & Government]",Las Vegas,3
"[Arts & Entertainment, Ticket Sales]",Mesa,3
"[Arts & Entertainment, Ticket Sales]",Las Vegas,3
"[Arts & Entertainment, Stadiums & Arenas]",Madison,3
"[Arts & Entertainment, Stadiums & Arenas]",Edinburgh,3
"[Arts & Entertainment, Stadiums & Arenas, Venues & Event Spaces, Event Planning & Services]",Las Vegas,3
"[Arts & Entertainment, Specialty Schools, Shopping, Musical Instruments & Teachers, Performing Arts, Education]",Scottsdale,3
"[Arts & Entertainment, Specialty Schools, Shopping, Musical Instruments & Teachers, Performing Arts, Education]",Gilbert,3
"[Arts & Entertainment, Specialty Schools, Performing Arts, Opera & Ballet, Dance Schools, Education]",Charlotte,3
"[Arts & Entertainment, Specialty Schools, Performing Arts, Dance Schools, Education]",Las Vegas,3
"[Arts & Entertainment, Social Clubs]",Las Vegas,3
"[Arts & Entertainment, Shopping, Sporting Goods, Skating Rinks, Arcades, Active Life]",Phoenix,3
"[Arts & Entertainment, Shopping, Musical Instruments & Teachers, Musicians, Event Planning & Services, Performing Arts]",Las Vegas,3
"[Arts & Entertainment, Shopping, Music Venues, Art Galleries, Nightlife, Performing Arts]",Pittsburgh,3
"[Arts & Entertainment, Shopping, Home Decor, Art Galleries, Home & Garden, Jewelry]",Middleton,3
"[Arts & Entertainment, Shopping, Art Galleries, Venues & Event Spaces, Event Planning & Services, Local Flavor]",Edinburgh,3
"[Arts & Entertainment, Shopping, Art Galleries, Local Services, Community Service/Non-Profit, Cultural Center]",Las Vegas,3
"[Arts & Entertainment, Professional Sports Teams]",Mesa,3
"[Arts & Entertainment, Professional Sports Teams, Race Tracks]",Las Vegas,3
"[Arts & Entertainment, Performing Arts]",Scottsdale,3
"[Arts & Entertainment, Performing Arts]",Pittsburgh,3
